,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
173,8,2012-06-22,93.0,70.0,87.0,66.0,72.0,0.0,22.0,0.0,0.0,29.55,1.4,6.0,2.3,2012,6,22,BR,-,-
174,8,2012-06-23,95.0,72.0,87.0,67.0,73.0,0.0,22.0,0.0,0.0,29.52,1.4,13.0,2.7,2012,6,23, ,-,-
175,8,2012-06-24,99.0,72.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.55,1.0,11.0,1.1,2012,6,24, ,-,-
176,8,2012-06-25,100.0,73.0,87.0,66.0,73.0,0.0,22.0,0.0,0.0,29.49,1.3,2.0,2.3,2012,6,25,HZ,-,-
177,8,2012-06-26,104.0,73.0,87.0,67.0,74.0,0.0,22.0,0.0,0.0,29.41,0.5,17.0,1.9,2012,6,26,TS HZ VCTS,-,-
178,8,2012-06-27,100.0,75.0,87.0,68.0,74.0,0.0,22.0,0.0,0.0,29.5,3.8,15.0,3.9,2012,6,27, ,-,-
179,8,2012-06-28,95.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.63,4.0,15.0,4.4,2012,6,28,BR,-,-
180,8,2012-06-29,90.0,73.0,87.0,71.0,74.0,0.0,22.0,0.0,0.0,29.6,3.6,15.0,4.1,2012,6,29,BR HZ,-,-
181,8,2012-06-30,88.0,72.0,87.0,71.0,79.0,0.0,22.0,0.0,0.11,29.53,2.4,12.0,2.4,2012,6,30,RA VCTS,-,-
182,8,2012-07-01,86.0,73.0,87.0,70.0,73.0,0.0,22.0,0.0,0.09,29.61,3.9,14.0,3.6,2012,7,1,RA DZ BR VCTS,-,-
183,8,2012-07-02,95.0,75.0,87.0,68.0,73.0,0.0,22.0,0.0,0.0,29.67,5.3,16.0,5.6,2012,7,2,BR HZ,-,-
184,8,2012-07-03,95.0,72.0,87.0,68.0,73.0,0.0,22.0,0.0,0.0,29.64,4.7,16.0,4.9,2012,7,3,BR,-,-
185,8,2012-07-04,95.0,75.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.63,6.0,17.0,6.4,2012,7,4,BR HZ VCTS,-,-
186,8,2012-07-05,95.0,72.0,87.0,69.0,73.0,0.0,22.0,0.0,0.0,29.64,4.4,16.0,4.8,2012,7,5,BR,-,-
187,8,2012-07-06,97.0,70.0,87.0,68.0,73.0,0.0,22.0,0.0,0.0,29.65,3.6,17.0,4.2,2012,7,6,BR,-,-
188,8,2012-07-07,97.0,73.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.63,2.1,16.0,3.6,2012,7,7,TS,-,-
189,8,2012-07-08,95.0,77.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.63,3.8,18.0,4.9,2012,7,8,RA VCTS,-,-
190,8,2012-07-09,95.0,73.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.58,3.2,20.0,4.8,2012,7,9,RA VCTS,-,-
191,8,2012-07-10,82.0,72.0,87.0,71.0,73.0,0.0,22.0,0.0,0.46,29.55,2.1,20.0,2.6,2012,7,10,RA DZ VCTS,-,-
192,8,2012-07-11,84.0,73.0,87.0,70.0,72.0,0.0,22.0,0.0,0.0,29.55,3.3,18.0,3.2,2012,7,11,VCTS,-,-
193,8,2012-07-12,88.0,75.0,87.0,69.0,73.0,0.0,22.0,0.0,0.02,29.57,2.9,19.0,3.7,2012,7,12,TSRA RA VCTS,-,-
194,8,2012-07-13,88.0,73.0,87.0,70.0,73.0,0.0,22.0,0.0,0.17,29.59,1.8,19.0,2.8,2012,7,13,TS HZ VCTS,-,-
195,8,2012-07-14,93.0,72.0,87.0,68.0,72.0,0.0,22.0,0.0,1.53,29.61,0.5,13.0,2.2,2012,7,14,TSRA RA BR HZ,-,-
196,8,2012-07-15,90.0,70.0,87.0,68.0,72.0,0.0,22.0,0.0,0.07,29.62,2.9,18.0,4.3,2012,7,15,RA VCTS,-,-
197,8,2012-07-16,91.0,70.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.62,3.9,16.0,4.2,2012,7,16,RA DZ,-,-
198,8,2012-07-17,86.0,77.0,87.0,72.0,74.0,0.0,22.0,0.0,0.01,29.6,2.5,16.0,2.9,2012,7,17,RA,-,-
199,8,2012-07-18,90.0,73.0,87.0,71.0,74.0,0.0,22.0,0.0,0.03,29.64,1.9,18.0,2.2,2012,7,18,TS RA HZ,-,-
200,8,2012-07-19,93.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.7,4.0,20.0,4.2,2012,7,19,FG BR HZ,-,-
201,8,2012-07-20,95.0,75.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.68,5.3,21.0,6.1,2012,7,20,BR,-,-
202,8,2012-07-21,95.0,75.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.62,5.7,20.0,6.5,2012,7,21,HZ,-,-
203,8,2012-07-22,93.0,77.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.65,4.7,18.0,5.9,2012,7,22,BR,-,-
204,8,2012-07-23,91.0,77.0,87.0,72.0,75.0,0.0,22.0,0.0,0.0,29.7,5.0,16.0,5.3,2012,7,23,BR,-,-
205,8,2012-07-24,93.0,73.0,87.0,72.0,75.0,0.0,22.0,0.0,0.0,29.67,5.2,17.0,5.5,2012,7,24,BR VCTS,-,-
206,8,2012-07-25,95.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.59,7.1,18.0,7.2,2012,7,25,BR HZ,-,-
207,8,2012-07-26,95.0,75.0,87.0,72.0,75.0,0.0,22.0,0.0,0.0,29.56,7.5,18.0,8.3,2012,7,26, ,-,-
208,8,2012-07-27,95.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.65,4.7,17.0,4.8,2012,7,27,BR HZ,-,-
209,8,2012-07-28,97.0,72.0,87.0,68.0,74.0,0.0,22.0,0.0,0.0,29.71,2.8,16.0,3.6,2012,7,28,BR HZ,-,-
210,8,2012-07-29,99.0,73.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.67,3.2,17.0,4.0,2012,7,29,BR,-,-
211,8,2012-07-30,97.0,72.0,87.0,69.0,75.0,0.0,22.0,0.0,0.0,29.63,5.8,19.0,6.1,2012,7,30, ,-,-
212,8,2012-07-31,93.0,80.0,87.0,69.0,79.0,0.0,22.0,0.0,0.52,29.56,5.8,19.0,3.6,2012,7,31,BR HZ,-,-
213,8,2012-08-01,99.0,77.0,87.0,69.0,75.0,0.0,22.0,0.0,0.0,29.59,6.3,19.0,7.1,2012,8,1,HZ,-,-
214,8,2012-08-02,99.0,75.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.52,7.3,18.0,8.0,2012,8,2,BR,-,-
215,8,2012-08-03,97.0,73.0,87.0,71.0,76.0,0.0,22.0,0.0,0.0,29.53,7.7,17.0,8.2,2012,8,3,BR,-,-
216,8,2012-08-04,97.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.59,5.9,17.0,6.5,2012,8,4,BR,-,-
217,8,2012-08-05,91.0,73.0,87.0,71.0,74.0,0.0,22.0,0.0,0.54,29.7,1.8,18.0,2.3,2012,8,5,RA VCTS,-,-
218,8,2012-08-06,95.0,73.0,87.0,68.0,73.0,0.0,22.0,0.0,0.0,29.67,1.1,18.0,2.0,2012,8,6,BR,-,-
219,8,2012-08-07,97.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.59,3.8,17.0,4.5,2012,8,7, ,-,-
220,8,2012-08-08,97.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.59,3.1,16.0,3.6,2012,8,8,BR,-,-
221,8,2012-08-09,97.0,73.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.57,4.2,19.0,4.3,2012,8,9, ,-,-
222,8,2012-08-10,102.0,77.0,87.0,71.0,76.0,0.0,22.0,0.0,0.23,29.52,4.5,23.0,5.5,2012,8,10,RA,-,-
223,8,2012-08-11,99.0,77.0,87.0,71.0,76.0,0.0,22.0,0.0,0.0,29.54,4.0,18.0,4.3,2012,8,11,BR,-,-
224,8,2012-08-12,97.0,79.0,87.0,71.0,76.0,0.0,22.0,0.0,0.0,29.58,7.1,18.0,7.3,2012,8,12, ,-,-
225,8,2012-08-13,99.0,79.0,87.0,70.0,76.0,0.0,22.0,0.0,0.0,29.61,6.3,20.0,6.9,2012,8,13, ,-,-
226,8,2012-08-14,99.0,77.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.57,7.1,19.0,7.7,2012,8,14,BR,-,-
227,8,2012-08-15,99.0,77.0,87.0,70.0,75.0,0.0,22.0,0.0,0.0,29.54,8.4,17.0,8.7,2012,8,15,BR,-,-
228,8,2012-08-16,99.0,77.0,87.0,71.0,76.0,0.0,22.0,0.0,0.0,29.6,6.4,18.0,6.9,2012,8,16,BR HZ,-,-
229,8,2012-08-17,99.0,75.0,87.0,71.0,76.0,0.0,22.0,0.0,0.0,29.59,5.4,18.0,5.6,2012,8,17,BR,-,-
230,8,2012-08-18,91.0,73.0,87.0,72.0,75.0,0.0,22.0,0.0,0.78,29.53,0.9,4.0,5.6,2012,8,18,RA DZ HZ VCTS,-,-
231,8,2012-08-19,86.0,72.0,87.0,70.0,73.0,0.0,22.0,0.0,0.89,29.55,2.1,4.0,3.3,2012,8,19,RA HZ VCTS,-,-
232,8,2012-08-20,95.0,72.0,87.0,63.0,70.0,0.0,22.0,0.0,0.0,29.55,2.6,36.0,2.8,2012,8,20,BR HZ,-,-
233,8,2012-08-21,91.0,70.0,87.0,66.0,71.0,0.0,22.0,0.0,0.0,29.6,3.0,7.0,3.5,2012,8,21,RA,-,-
234,8,2012-08-22,91.0,72.0,87.0,67.0,72.0,0.0,22.0,0.0,0.0,29.65,2.1,5.0,2.9,2012,8,22, ,-,-
235,8,2012-08-23,91.0,72.0,87.0,69.0,73.0,0.0,22.0,0.0,0.0,29.61,1.9,11.0,2.1,2012,8,23,BR HZ,-,-
236,8,2012-08-24,95.0,72.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.54,5.7,16.0,5.4,2012,8,24,BR HZ,-,-
237,8,2012-08-25,91.0,75.0,87.0,72.0,75.0,0.0,22.0,0.0,0.0,29.53,7.6,16.0,8.0,2012,8,25,BR HZ,-,-
238,8,2012-08-26,91.0,75.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.61,4.6,17.0,4.8,2012,8,26,FG BR HZ,-,-
239,8,2012-08-27,95.0,72.0,87.0,69.0,73.0,0.0,22.0,0.0,0.0,29.62,1.3,1.0,1.8,2012,8,27,FG+ BR HZ,-,-
240,8,2012-08-28,95.0,75.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.51,4.2,35.0,4.5,2012,8,28, ,-,-
241,8,2012-08-29,97.0,77.0,87.0,67.0,73.0,0.0,22.0,0.0,0.0,29.4,8.1,35.0,8.4,2012,8,29, ,-,-
242,8,2012-08-30,99.0,75.0,87.0,64.0,72.0,0.0,22.0,0.0,0.0,29.37,5.7,33.0,6.3,2012,8,30, ,-,-
243,8,2012-08-31,99.0,73.0,87.0,72.0,79.0,0.0,22.0,0.0,0.84,29.54,3.7,19.0,5.8,2012,8,31,TSRA RA BR HZ,-,-
244,8,2012-09-01,95.0,77.0,87.0,72.0,75.0,0.0,22.0,0.0,0.0,29.66,5.1,19.0,5.3,2012,9,1,BR HZ,-,-
245,8,2012-09-02,95.0,79.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.64,6.3,19.0,6.5,2012,9,2, ,-,-
246,8,2012-09-03,97.0,73.0,87.0,71.0,75.0,0.0,22.0,0.0,0.0,29.6,5.2,19.0,5.7,2012,9,3,BR HZ,-,-
247,8,2012-09-04,99.0,73.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.56,5.5,19.0,6.0,2012,9,4,BR,-,-
248,8,2012-09-05,99.0,73.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.52,4.7,19.0,5.3,2012,9,5,FG BR,-,-
249,8,2012-09-06,97.0,73.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.54,3.7,19.0,3.9,2012,9,6,BR,-,-
250,8,2012-09-07,99.0,73.0,87.0,69.0,74.0,0.0,22.0,0.0,0.0,29.51,4.4,19.0,4.5,2012,9,7,BR HZ,-,-
251,8,2012-09-08,88.0,72.0,87.0,63.0,70.0,0.0,22.0,0.0,0.0,29.6,6.1,36.0,7.7,2012,9,8, ,-,-
252,8,2012-09-09,90.0,59.0,87.0,48.0,60.0,0.0,22.0,0.0,0.0,29.7,2.3,4.0,2.3,2012,9,9, ,-,-
253,8,2012-09-10,91.0,59.0,87.0,55.0,63.0,0.0,22.0,0.0,0.0,29.69,2.0,12.0,2.7,2012,9,10, ,-,-
254,8,2012-09-11,91.0,59.0,87.0,60.0,66.0,0.0,22.0,0.0,0.0,29.67,3.1,14.0,3.7,2012,9,11, ,-,-
255,8,2012-09-12,95.0,72.0,87.0,70.0,74.0,0.0,22.0,0.0,0.0,29.64,4.5,17.0,4.8,2012,9,12,VCTS,-,-
256,8,2012-09-13,88.0,72.0,87.0,71.0,72.0,0.0,22.0,0.0,0.82,29.7,1.7,15.0,2.6,2012,9,13,TS TSRA RA BR,-,-
257,8,2012-09-14,93.0,80.0,87.0,65.0,67.0,0.0,22.0,0.0,0.52,29.56,6.2,35.0,3.6,2012,9,14,RA DZ HZ,-,-
258,8,2012-09-15,81.0,66.0,87.0,64.0,67.0,0.0,22.0,0.0,0.0,29.78,4.6,34.0,5.3,2012,9,15, ,-,-
259,8,2012-09-16,79.0,68.0,87.0,64.0,67.0,0.0,22.0,0.0,0.37,29.65,3.7,36.0,3.8,2012,9,16,RA DZ BR HZ,-,-
260,8,2012-09-17,81.0,68.0,87.0,61.0,66.0,0.0,22.0,0.0,0.01,29.51,2.1,34.0,2.2,2012,9,17,HZ,-,-
261,8,2012-09-18,86.0,64.0,87.0,62.0,67.0,0.0,22.0,0.0,0.0,29.62,4.3,34.0,4.6,2012,9,18,BR,-,-
262,8,2012-09-19,86.0,64.0,87.0,60.0,65.0,0.0,22.0,0.0,0.0,29.71,1.4,10.0,1.5,2012,9,19,BR HZ,-,-
263,8,2012-09-20,88.0,59.0,87.0,57.0,64.0,0.0,22.0,0.0,0.0,29.68,0.8,15.0,1.1,2012,9,20, ,-,-
264,8,2012-09-21,88.0,59.0,87.0,57.0,63.0,0.0,22.0,0.0,0.0,29.63,1.6,14.0,1.8,2012,9,21, ,-,-
265,8,2012-09-22,90.0,61.0,87.0,63.0,68.0,0.0,22.0,0.0,0.0,29.69,1.7,16.0,1.9,2012,9,22,BR,-,-
266,8,2012-09-23,91.0,66.0,87.0,66.0,70.0,0.0,22.0,0.0,0.0,29.76,1.8,13.0,2.3,2012,9,23,BR,-,-
267,8,2012-09-24,93.0,64.0,87.0,66.0,70.0,0.0,22.0,0.0,0.0,29.73,4.4,17.0,5.0,2012,9,24,FG+ BR,-,-
268,8,2012-09-25,93.0,68.0,87.0,66.0,71.0,0.0,22.0,0.0,0.0,29.63,6.8,17.0,7.1,2012,9,25,BR HZ,-,-
269,8,2012-09-26,91.0,68.0,87.0,67.0,71.0,0.0,22.0,0.0,0.0,29.62,4.4,15.0,4.7,2012,9,26,RA BR,-,-
270,8,2012-09-27,91.0,68.0,87.0,67.0,71.0,0.0,22.0,0.0,0.0,29.67,3.1,12.0,3.3,2012,9,27,FG BR,-,-
271,8,2012-09-28,90.0,70.0,87.0,70.0,72.0,0.0,22.0,0.0,0.55,29.62,1.6,12.0,2.2,2012,9,28,RA DZ FG+ BR HZ,-,-
272,8,2012-09-29,79.0,72.0,87.0,68.0,70.0,0.0,22.0,0.0,1.16,29.45,3.7,16.0,6.0,2012,9,29,TSRA RA VCTS,-,-
273,8,2012-09-30,77.0,63.0,87.0,59.0,79.0,0.0,22.0,0.0,0.52,29.39,11.6,34.0,12.0,2012,9,30,RA DZ HZ,-,-
274,8,2012-10-01,82.0,57.0,87.0,55.0,61.0,0.0,22.0,0.0,0.0,29.49,4.0,32.0,4.3,2012,10,1, ,-,-
275,8,2012-10-02,81.0,59.0,87.0,55.0,61.0,0.0,22.0,0.0,0.0,29.57,3.8,33.0,3.9,2012,10,2, ,-,-
276,8,2012-10-03,84.0,55.0,87.0,57.0,62.0,0.0,22.0,0.0,0.0,29.63,2.6,16.0,2.8,2012,10,3, ,-,-
277,8,2012-10-04,90.0,68.0,87.0,67.0,71.0,0.0,22.0,0.0,0.0,29.71,6.7,15.0,7.0,2012,10,4, ,-,-
278,8,2012-10-05,88.0,70.0,87.0,67.0,70.0,0.0,22.0,0.0,0.0,29.68,4.7,18.0,4.7,2012,10,5,FG+ BR HZ,-,-
279,8,2012-10-06,79.0,59.0,87.0,60.0,63.0,0.0,22.0,0.0,0.0,29.67,5.9,1.0,6.3,2012,10,6,BR,-,-
280,8,2012-10-07,59.0,54.0,87.0,45.0,51.0,0.0,22.0,0.0,0.0,29.81,9.1,2.0,9.4,2012,10,7, ,-,-
281,8,2012-10-08,70.0,52.0,87.0,49.0,54.0,0.0,22.0,0.0,0.0,29.8,2.6,2.0,4.6,2012,10,8, ,-,-
282,8,2012-10-09,84.0,59.0,87.0,61.0,65.0,0.0,22.0,0.0,0.0,29.65,5.3,18.0,5.8,2012,10,9, ,-,-
283,8,2012-10-10,88.0,66.0,87.0,66.0,69.0,0.0,22.0,0.0,0.0,29.69,2.5,14.0,2.6,2012,10,10,BR HZ,-,-
284,8,2012-10-11,86.0,70.0,87.0,68.0,71.0,0.0,22.0,0.0,0.34,29.74,3.4,15.0,3.5,2012,10,11,TS RA DZ VCTS,-,-
285,8,2012-10-12,88.0,70.0,87.0,65.0,69.0,0.0,22.0,0.0,0.0,29.75,4.2,15.0,4.5,2012,10,12,HZ,-,-
286,8,2012-10-13,84.0,72.0,87.0,69.0,71.0,0.0,22.0,0.0,0.0,29.65,8.6,17.0,8.2,2012,10,13,TS RA BR HZ VCTS,-,-
287,8,2012-10-14,86.0,66.0,87.0,67.0,70.0,0.0,22.0,0.0,0.32,29.65,1.4,17.0,2.5,2012,10,14,RA VCTS,-,-
288,8,2012-10-15,79.0,59.0,87.0,57.0,62.0,0.0,22.0,0.0,0.0,29.68,0.7,8.0,1.0,2012,10,15, ,-,-
289,8,2012-10-16,72.0,61.0,87.0,60.0,62.0,0.0,22.0,0.0,0.27,29.53,2.5,13.0,2.5,2012,10,16,RA DZ,-,-
290,8,2012-10-17,90.0,63.0,87.0,64.0,68.0,0.0,22.0,0.0,0.0,29.35,4.4,21.0,4.9,2012,10,17,BR HZ,-,-
291,8,2012-10-18,77.0,61.0,87.0,52.0,60.0,0.0,22.0,0.0,0.0,29.52,4.3,5.0,4.3,2012,10,18,BR,-,-
292,8,2012-10-19,81.0,48.0,87.0,44.0,54.0,0.0,22.0,0.0,0.0,29.62,0.6,15.0,1.1,2012,10,19,HZ,-,-
293,8,2012-10-20,88.0,55.0,87.0,65.0,67.0,0.0,22.0,0.0,0.0,29.52,6.5,17.0,6.6,2012,10,20,BR,-,-
294,8,2012-10-21,90.0,73.0,87.0,69.0,72.0,0.0,22.0,0.0,0.0,29.55,9.5,17.0,9.8,2012,10,21,HZ,-,-
295,8,2012-10-22,82.0,70.0,87.0,67.0,70.0,0.0,22.0,0.0,0.09,29.59,5.0,16.0,5.4,2012,10,22,RA,-,-
296,8,2012-10-23,86.0,66.0,87.0,64.0,68.0,0.0,22.0,0.0,0.0,29.59,4.3,16.0,4.3,2012,10,23,BR,-,-
297,8,2012-10-24,86.0,63.0,87.0,64.0,67.0,0.0,22.0,0.0,0.0,29.57,4.2,16.0,4.3,2012,10,24,FG+ BR,-,-
298,8,2012-10-25,88.0,64.0,87.0,64.0,68.0,0.0,22.0,0.0,0.0,29.52,2.8,19.0,5.3,2012,10,25,RA DZ BR HZ,-,-
299,8,2012-10-26,63.0,52.0,87.0,47.0,51.0,0.0,22.0,0.0,0.0,29.76,11.3,36.0,11.4,2012,10,26,RA DZ VCTS,-,-
300,8,2012-10-27,63.0,45.0,87.0,36.0,46.0,0.0,22.0,0.0,0.0,29.84,7.5,36.0,8.0,2012,10,27, ,-,-
301,8,2012-10-28,66.0,39.0,87.0,34.0,44.0,0.0,22.0,0.0,0.0,29.85,2.7,2.0,2.8,2012,10,28, ,-,-
302,8,2012-10-29,70.0,37.0,87.0,35.0,45.0,0.0,22.0,0.0,0.0,29.85,0.6,7.0,0.8,2012,10,29,HZ,-,-
303,8,2012-10-30,77.0,41.0,87.0,47.0,52.0,0.0,22.0,0.0,0.0,29.7,2.6,20.0,2.6,2012,10,30, ,-,-
304,8,2012-10-31,82.0,52.0,87.0,56.0,79.0,0.0,22.0,0.0,0.0,29.65,1.3,23.0,1.9,2012,10,31,BR,-,-
305,8,2012-11-01,86.0,57.0,87.0,62.0,65.0,0.0,22.0,0.0,0.0,29.66,3.0,20.0,2.9,2012,11,1,TS FG+ BR,-,-
306,8,2012-11-02,86.0,61.0,87.0,64.0,67.0,0.0,22.0,0.0,0.0,29.64,3.5,18.0,4.2,2012,11,2,FG+ FG BR,-,-
307,8,2012-11-03,82.0,63.0,87.0,63.0,65.0,0.0,22.0,0.0,0.98,29.67,1.2,12.0,2.9,2012,11,3,TS TSSN RA FG+ FG BR VCTS,-,-
308,8,2012-11-04,82.0,61.0,87.0,60.0,64.0,0.0,22.0,0.0,0.01,29.7,0.1,35.0,0.1,2012,11,4,FG+ FG BR HZ,-,-
309,8,2012-11-05,86.0,59.0,87.0,59.0,64.0,0.0,22.0,0.0,0.0,29.66,0.8,34.0,2.1,2012,11,5,RA BR,-,-
310,8,2012-11-06,77.0,52.0,87.0,48.0,55.0,0.0,22.0,0.0,0.0,29.75,1.6,35.0,2.0,2012,11,6,HZ,-,-
311,8,2012-11-07,82.0,50.0,87.0,51.0,57.0,0.0,22.0,0.0,0.0,29.75,0.4,10.0,1.2,2012,11,7, ,-,-
312,8,2012-11-08,84.0,55.0,87.0,61.0,63.0,0.0,22.0,0.0,0.0,29.72,5.4,17.0,5.3,2012,11,8,RA SN FG+ BR,-,-
313,8,2012-11-09,86.0,63.0,87.0,62.0,66.0,0.0,22.0,0.0,0.0,29.69,7.7,17.0,8.0,2012,11,9, ,-,-
314,8,2012-11-10,82.0,63.0,87.0,65.0,68.0,0.0,22.0,0.0,0.0,29.62,9.5,16.0,9.5,2012,11,10, ,-,-
315,8,2012-11-11,82.0,63.0,87.0,65.0,68.0,0.0,22.0,0.0,0.0,29.58,5.9,17.0,8.8,2012,11,11,RA,-,-
316,8,2012-11-12,63.0,43.0,87.0,40.0,48.0,0.0,22.0,0.0,0.0,30.0,7.8,1.0,8.2,2012,11,12, ,-,-
317,8,2012-11-13,59.0,41.0,87.0,35.0,45.0,0.0,22.0,0.0,0.0,30.04,1.8,8.0,2.0,2012,11,13,HZ,-,-
318,8,2012-11-14,66.0,43.0,87.0,37.0,46.0,0.0,22.0,0.0,0.0,29.98,0.8,4.0,0.9,2012,11,14, ,-,-
319,8,2012-11-15,68.0,39.0,87.0,40.0,48.0,0.0,22.0,0.0,0.0,29.91,0.4,8.0,0.6,2012,11,15,HZ,-,-
320,8,2012-11-16,68.0,43.0,87.0,37.0,47.0,0.0,22.0,0.0,0.0,29.95,2.6,3.0,2.7,2012,11,16,HZ,-,-
321,8,2012-11-17,70.0,36.0,87.0,40.0,46.0,0.0,22.0,0.0,0.0,29.96,0.4,8.0,0.5,2012,11,17, ,-,-
322,8,2012-11-18,75.0,41.0,87.0,49.0,53.0,0.0,22.0,0.0,0.0,29.89,3.3,15.0,3.7,2012,11,18,DZ BR HZ,-,-
323,8,2012-11-19,73.0,50.0,87.0,54.0,57.0,0.0,22.0,0.0,0.0,29.84,1.7,18.0,1.9,2012,11,19,BR,-,-
324,8,2012-11-20,81.0,52.0,87.0,59.0,62.0,0.0,22.0,0.0,0.0,29.81,1.9,20.0,1.7,2012,11,20,BR,-,-
325,8,2012-11-21,81.0,52.0,87.0,53.0,58.0,0.0,22.0,0.0,0.0,29.84,2.1,19.0,2.4,2012,11,21,FG+ BR,-,-
326,8,2012-11-22,79.0,50.0,87.0,56.0,60.0,0.0,22.0,0.0,0.0,29.77,5.5,19.0,5.9,2012,11,22,DZ FG+ BR,-,-
327,8,2012-11-23,75.0,57.0,87.0,54.0,59.0,0.0,22.0,0.0,0.0,29.88,4.7,36.0,5.9,2012,11,23,BR HZ,-,-
328,8,2012-11-24,64.0,46.0,87.0,33.0,44.0,0.0,22.0,0.0,0.0,29.93,3.1,2.0,3.5,2012,11,24, ,-,-
329,8,2012-11-25,77.0,45.0,87.0,52.0,57.0,0.0,22.0,0.0,0.0,29.68,5.2,19.0,5.3,2012,11,25, ,-,-
330,8,2012-11-26,84.0,64.0,87.0,61.0,65.0,0.0,22.0,0.0,0.0,29.62,4.2,22.0,7.2,2012,11,26,BR,-,-
331,8,2012-11-27,64.0,43.0,87.0,43.0,48.0,0.0,22.0,0.0,0.0,29.95,7.7,35.0,8.7,2012,11,27,RA DZ,-,-
332,8,2012-11-28,73.0,36.0,87.0,38.0,45.0,0.0,22.0,0.0,0.0,29.99,1.6,12.0,1.7,2012,11,28,BR,-,-
333,8,2012-11-29,77.0,37.0,87.0,48.0,53.0,0.0,22.0,0.0,0.0,29.85,3.0,15.0,3.1,2012,11,29,HZ,-,-
334,8,2012-11-30,86.0,61.0,87.0,61.0,79.0,0.0,22.0,0.0,0.0,29.77,2.9,19.0,3.4,2012,11,30,BR HZ,-,-
335,8,2012-12-01,88.0,68.0,87.0,67.0,70.0,0.0,22.0,0.0,0.0,29.72,8.1,18.0,8.0,2012,12,1,RA BR,-,-
336,8,2012-12-02,93.0,64.0,87.0,65.0,69.0,0.0,22.0,0.0,0.0,29.74,6.6,18.0,7.0,2012,12,2, ,-,-
337,8,2012-12-03,83.0,66.0,87.0,64.0,67.0,0.0,22.0,0.0,0.0,29.67,6.4,17.0,6.5,2012,12,3,FG BR,-,-
338,8,2012-12-04,79.0,59.0,87.0,63.0,65.0,0.0,22.0,0.0,0.0,29.75,2.3,32.0,4.5,2012,12,4,TS RA BR VCTS,-,-
339,8,2012-12-05,73.0,50.0,87.0,48.0,54.0,0.0,22.0,0.0,0.0,29.78,4.2,35.0,4.5,2012,12,5, ,-,-
340,8,2012-12-06,77.0,52.0,87.0,77.0,79.0,0.0,22.0,0.0,0.0,29.56,2.4,16.0,4.1,2012,12,6,RA BR,-,-
341,8,2012-12-07,81.0,59.0,87.0,61.0,64.0,0.0,22.0,0.0,0.0,29.49,3.6,18.0,3.7,2012,12,7,DZ SN FG+ FG BR UP,-,-
342,8,2012-12-08,84.0,66.0,87.0,66.0,69.0,0.0,22.0,0.0,0.0,29.49,6.3,18.0,6.6,2012,12,8,BR,-,-
343,8,2012-12-09,81.0,55.0,87.0,66.0,68.0,0.0,22.0,0.0,0.52,29.49,4.7,20.0,8.1,2012,12,9,TSRA RA HZ VCTS,-,-
344,8,2012-12-10,55.0,36.0,87.0,30.0,40.0,0.0,22.0,0.0,0.0,29.7,11.1,35.0,11.5,2012,12,10,VCTS,-,-
345,8,2012-12-11,52.0,30.0,87.0,28.0,79.0,0.0,22.0,0.0,0.0,29.8,2.2,36.0,1.9,2012,12,11, ,-,-
346,8,2012-12-12,63.0,28.0,87.0,29.0,38.0,0.0,22.0,0.0,0.0,29.9,0.5,11.0,0.7,2012,12,12, ,-,-
347,8,2012-12-13,70.0,32.0,87.0,35.0,44.0,0.0,22.0,0.0,0.0,29.89,4.0,14.0,3.9,2012,12,13,HZ,-,-
