,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,codesum,sunrise
158,7,2012-06-07,77.0,61.0,69.0,1.0,61.0,64.0,0.0,4.0,0.0,0.04,28.66,29.99,5.9,12.0,7.0,2012,6,7,-,RA BR,-
159,7,2012-06-08,84.0,58.0,71.0,2.0,59.0,64.0,0.0,6.0,0.0,0.0,28.59,29.95,3.5,16.0,5.5,2012,6,8,-,BR,-
160,7,2012-06-09,87.0,63.0,75.0,13.0,63.0,68.0,0.0,10.0,0.0,0.0,28.39,29.75,14.5,17.0,14.9,2012,6,9,-, ,-
161,7,2012-06-10,89.0,74.0,82.0,14.0,68.0,72.0,0.0,17.0,0.0,0.0,28.33,29.65,20.5,16.0,20.8,2012,6,10,-, ,-
162,7,2012-06-11,89.0,73.0,81.0,8.0,69.0,73.0,0.0,16.0,0.0,0.0,28.54,29.83,5.7,7.0,9.9,2012,6,11,-, ,-
163,7,2012-06-12,85.0,71.0,78.0,3.0,61.0,67.0,0.0,13.0,0.0,0.0,28.7,30.02,8.0,9.0,10.4,2012,6,12,-, ,-
164,7,2012-06-13,82.0,70.0,76.0,10.0,64.0,68.0,0.0,11.0,0.0,0.0,28.58,29.93,11.6,16.0,12.0,2012,6,13,-, ,-
165,7,2012-06-14,92.0,71.0,82.0,14.0,70.0,73.0,0.0,17.0,0.0,0.0,28.51,29.83,18.6,16.0,18.8,2012,6,14,-, ,-
166,7,2012-06-15,87.0,65.0,76.0,10.0,67.0,70.0,0.0,11.0,0.0,1.99,28.56,29.91,7.6,12.0,11.5,2012,6,15,-,TSRA,-
167,7,2012-06-16,90.0,72.0,81.0,10.0,68.0,72.0,0.0,16.0,0.0,0.0,28.62,29.95,10.4,16.0,11.7,2012,6,16,-, ,-
168,7,2012-06-17,91.0,72.0,82.0,8.0,68.0,72.0,0.0,17.0,0.0,0.0,28.5,29.85,15.1,18.0,15.4,2012,6,17,-, ,-
169,7,2012-06-18,91.0,72.0,82.0,14.0,66.0,71.0,0.0,17.0,0.0,0.0,28.38,29.71,20.5,17.0,20.7,2012,6,18,-, ,-
170,7,2012-06-19,89.0,73.0,81.0,14.0,66.0,71.0,0.0,16.0,0.0,0.0,28.44,29.76,23.0,17.0,23.2,2012,6,19,-, ,-
171,7,2012-06-20,89.0,73.0,81.0,14.0,67.0,71.0,0.0,16.0,0.0,0.0,28.53,29.85,20.1,17.0,20.2,2012,6,20,-, ,-
172,7,2012-06-21,80.0,70.0,75.0,2.0,69.0,71.0,0.0,10.0,0.0,0.27,28.67,29.98983935742973,2.0,19.0,8.8,2012,6,21,-,TSRA RA BR VCTS,-
173,7,2012-06-22,89.0,72.0,81.0,2.0,68.0,72.0,0.0,16.0,0.0,0.0,28.59,29.94,4.3,9.0,5.0,2012,6,22,-,BR,-
174,7,2012-06-23,94.0,76.0,85.0,8.0,66.0,72.0,0.0,20.0,0.0,0.0,28.52,29.85,13.8,18.0,14.1,2012,6,23,-, ,-
175,7,2012-06-24,97.0,73.0,85.0,8.0,63.0,71.0,0.0,20.0,0.0,0.0,28.56,29.89,9.4,19.0,10.0,2012,6,24,-, ,-
176,7,2012-06-25,102.0,71.0,87.0,8.0,65.0,72.0,0.0,22.0,0.0,0.0,28.51,29.85,6.2,20.0,6.5,2012,6,25,-, ,-
177,7,2012-06-26,102.0,72.0,87.0,8.0,65.0,73.0,0.0,22.0,0.0,0.0,28.45,29.77,6.5,18.0,7.3,2012,6,26,-, ,-
178,7,2012-06-27,98.0,78.0,88.0,0.0,68.0,74.0,0.0,23.0,0.0,0.0,28.53,29.84,14.3,18.0,14.5,2012,6,27,-,HZ,-
179,7,2012-06-28,99.0,73.0,86.0,0.0,62.0,71.0,0.0,21.0,0.0,0.0,28.59,29.91,13.1,18.0,13.4,2012,6,28,-,RA,-
180,7,2012-06-29,97.0,73.0,85.0,8.0,62.0,70.0,0.0,20.0,0.0,0.0,28.53,29.86,15.0,18.0,15.3,2012,6,29,-,HZ,-
181,7,2012-06-30,97.0,75.0,86.0,0.0,63.0,71.0,0.0,21.0,0.0,0.0,28.51,29.82,13.6,18.0,13.9,2012,6,30,-, ,-
182,7,2012-07-01,92.0,74.0,83.0,8.0,66.0,71.0,0.0,18.0,0.0,0.0,28.58,29.9,13.6,18.0,13.5,2012,7,1,-, ,-
183,7,2012-07-02,93.0,73.0,83.0,14.0,65.0,71.0,0.0,18.0,0.0,0.0,28.61,29.93,16.1,18.0,16.5,2012,7,2,-, ,-
184,7,2012-07-03,95.0,78.0,87.0,14.0,62.0,70.0,0.0,22.0,0.0,0.0,28.57,29.9,16.1,18.0,16.6,2012,7,3,-, ,-
185,7,2012-07-04,97.0,77.0,87.0,0.0,64.0,71.0,0.0,22.0,0.0,0.0,28.56,29.89,14.8,18.0,15.2,2012,7,4,-, ,-
186,7,2012-07-05,98.0,76.0,87.0,0.0,63.0,71.0,0.0,22.0,0.0,0.0,28.59,29.92,12.8,17.0,13.2,2012,7,5,-, ,-
187,7,2012-07-06,99.0,76.0,88.0,0.0,62.0,71.0,0.0,23.0,0.0,0.0,28.63,29.95,9.8,18.0,10.2,2012,7,6,-, ,-
188,7,2012-07-07,98.0,77.0,88.0,6.0,63.0,71.0,0.0,23.0,0.0,0.0,28.64,29.97,6.6,17.0,8.6,2012,7,7,-, ,-
189,7,2012-07-08,96.0,71.0,84.0,2.0,64.0,71.0,0.0,19.0,0.0,0.10714596949891067,28.63,29.96,2.7,6.0,5.7,2012,7,8,-, ,-
190,7,2012-07-09,97.0,73.0,85.0,3.0,68.0,72.0,0.0,20.0,0.0,0.12,28.61,29.93,5.8,35.0,8.1,2012,7,9,-,TS RA BR VCTS,-
191,7,2012-07-10,93.0,72.0,83.0,2.0,69.0,73.0,0.0,18.0,0.0,0.10714596949891067,28.63,29.95,4.6,2.0,6.8,2012,7,10,-,BR VCTS,-
192,7,2012-07-11,95.0,69.0,82.0,2.0,62.0,70.0,0.0,17.0,0.0,0.0,28.61,29.95,3.1,4.0,4.1,2012,7,11,-,TS,-
193,7,2012-07-12,96.0,69.0,83.0,2.0,63.0,70.0,0.0,18.0,0.0,0.0,28.59,29.93,3.0,11.0,5.0,2012,7,12,-,HZ,-
194,7,2012-07-13,98.0,72.0,85.0,8.0,63.0,71.0,0.0,20.0,0.0,0.0,28.62,29.95,4.4,17.0,6.9,2012,7,13,-, ,-
195,7,2012-07-14,99.0,74.0,87.0,0.0,63.0,71.0,0.0,22.0,0.0,0.10714596949891067,28.64,29.96,7.6,18.0,9.1,2012,7,14,-, ,-
196,7,2012-07-15,95.0,69.0,82.0,8.0,63.0,70.0,0.0,17.0,0.0,0.0,28.62,29.95,7.3,14.0,9.0,2012,7,15,-, ,-
197,7,2012-07-16,95.0,73.0,84.0,8.0,64.0,71.0,0.0,19.0,0.0,0.0,28.54,29.89,12.9,17.0,13.1,2012,7,16,-, ,-
198,7,2012-07-17,99.0,73.0,86.0,8.0,62.0,71.0,0.0,21.0,0.0,0.0,28.53,29.86,15.4,19.0,15.9,2012,7,17,-, ,-
199,7,2012-07-18,100.0,77.0,89.0,6.0,64.0,72.0,0.0,24.0,0.0,0.0,28.58,29.9,12.4,19.0,12.7,2012,7,18,-, ,-
200,7,2012-07-19,104.0,80.0,92.0,6.0,62.0,72.0,0.0,27.0,0.0,0.0,28.63,29.95,8.1,19.0,11.4,2012,7,19,-, ,-
201,7,2012-07-20,108.0,81.0,95.0,6.0,57.0,71.0,0.0,30.0,0.0,0.0,28.61,29.93,1.7,15.0,8.8,2012,7,20,-, ,-
202,7,2012-07-21,105.0,73.0,89.0,6.0,56.0,69.0,0.0,24.0,0.0,0.0,28.6,29.92,7.9,7.0,8.5,2012,7,21,-, ,-
203,7,2012-07-22,102.0,81.0,92.0,6.0,62.0,72.0,0.0,27.0,0.0,0.0,28.62,29.94,9.1,13.0,10.2,2012,7,22,-, ,-
204,7,2012-07-23,101.0,78.0,90.0,6.0,63.0,72.0,0.0,25.0,0.0,0.0,28.64,29.97,13.5,16.0,13.8,2012,7,23,-, ,-
205,7,2012-07-24,100.0,78.0,89.0,14.0,64.0,72.0,0.0,24.0,0.0,0.0,28.57,29.91,16.4,18.0,16.8,2012,7,24,-, ,-
206,7,2012-07-25,103.0,82.0,93.0,14.0,63.0,73.0,0.0,28.0,0.0,0.0,28.45,29.78,18.5,19.0,19.1,2012,7,25,-, ,-
207,7,2012-07-26,100.0,81.0,91.0,6.0,64.0,72.0,0.0,26.0,0.0,0.0,28.5,29.8,8.4,21.0,9.1,2012,7,26,-, ,-
208,7,2012-07-27,103.0,73.0,88.0,6.0,64.0,72.0,0.0,23.0,0.0,0.0,28.63,29.93,6.5,19.0,7.4,2012,7,27,-, ,-
209,7,2012-07-28,105.0,77.0,91.0,6.0,60.0,71.0,0.0,26.0,0.0,0.0,28.66,29.99,8.6,20.0,9.0,2012,7,28,-, ,-
210,7,2012-07-29,106.0,80.0,93.0,6.0,56.0,70.0,0.0,28.0,0.0,0.0,28.59,29.93,9.8,19.0,10.2,2012,7,29,-, ,-
211,7,2012-07-30,107.0,83.0,95.0,6.0,54.0,69.0,0.0,30.0,0.0,0.0,28.55,29.87,10.9,20.0,11.6,2012,7,30,-, ,-
212,7,2012-07-31,108.0,83.0,96.0,6.0,55.0,70.0,0.0,31.0,0.0,0.0,28.52,29.84,10.1,19.0,11.1,2012,7,31,-, ,-
213,7,2012-08-01,112.0,83.0,98.0,4.0,56.0,71.0,0.0,33.0,0.0,0.0,28.45,29.77,11.9,19.0,11.7,2012,8,1,-, ,-
214,7,2012-08-02,111.0,85.0,98.0,4.0,54.0,70.0,0.0,33.0,0.0,0.0,28.38,29.59,10.9,20.0,13.1,2012,8,2,-, ,-
215,7,2012-08-03,112.0,85.0,99.0,14.0,55.0,70.0,0.0,34.0,0.0,0.0,28.39,29.58,16.7,19.0,17.2,2012,8,3,-, ,-
216,7,2012-08-04,108.0,82.0,95.0,6.0,60.0,72.0,0.0,30.0,0.0,0.0,28.53,29.82,11.1,20.0,14.2,2012,8,4,-, ,-
217,7,2012-08-05,97.0,74.0,86.0,0.0,63.0,71.0,0.0,21.0,0.0,0.0,28.74,30.07,8.5,4.0,9.4,2012,8,5,-, ,-
218,7,2012-08-06,105.0,77.0,91.0,6.0,58.0,70.0,0.0,26.0,0.0,0.0,28.64,29.98,3.8,10.0,4.5,2012,8,6,-, ,-
219,7,2012-08-07,106.0,77.0,92.0,6.0,62.0,71.0,0.0,27.0,0.0,0.10714596949891067,28.57,29.9,2.9,18.0,6.0,2012,8,7,-,TS RA VCTS,-
220,7,2012-08-08,100.0,75.0,88.0,3.0,62.0,71.0,0.0,23.0,0.0,0.0,28.58,29.91,2.4,32.0,6.2,2012,8,8,-, ,-
221,7,2012-08-09,103.0,75.0,89.0,3.0,57.0,68.0,0.0,24.0,0.0,0.0,28.56,29.88,5.8,35.0,11.8,2012,8,9,-, ,-
222,7,2012-08-10,95.0,66.0,81.0,3.0,53.0,64.0,0.0,16.0,0.0,0.0,28.63,29.96,8.1,2.0,8.7,2012,8,10,-, ,-
223,7,2012-08-11,96.0,68.0,82.0,3.0,47.0,62.0,0.0,17.0,0.0,0.0,28.58,29.92,7.8,14.0,8.9,2012,8,11,-, ,-
224,7,2012-08-12,102.0,76.0,89.0,6.0,55.0,67.0,0.0,24.0,0.0,0.10714596949891067,28.53,29.86,2.4,17.0,10.6,2012,8,12,-, ,-
225,7,2012-08-13,93.0,66.0,80.0,3.0,52.0,63.0,0.0,15.0,0.0,0.0,28.65,29.97,6.3,1.0,7.6,2012,8,13,-, ,-
226,7,2012-08-14,89.0,70.0,80.0,8.0,57.0,65.0,0.0,15.0,0.0,0.0,28.56,29.9,9.6,10.0,12.2,2012,8,14,-,VCTS,-
227,7,2012-08-15,99.0,71.0,85.0,8.0,64.0,71.0,0.0,20.0,0.0,0.0,28.51,29.83,12.5,18.0,13.0,2012,8,15,-, ,-
228,7,2012-08-16,96.0,75.0,86.0,8.0,63.0,71.0,0.0,21.0,0.0,0.0,28.6,29.9,6.1,22.0,14.5,2012,8,16,-, ,-
229,7,2012-08-17,90.0,66.0,78.0,3.0,51.0,62.0,0.0,13.0,0.0,0.0,28.63,29.97,7.1,4.0,8.4,2012,8,17,-, ,-
230,7,2012-08-18,79.0,65.0,72.0,2.0,60.0,65.0,0.0,7.0,0.0,1.16,28.56,29.91,5.9,11.0,8.0,2012,8,18,-,TSRA RA BR VCTS,-
231,7,2012-08-19,86.0,63.0,75.0,8.0,57.0,63.0,0.0,10.0,0.0,0.01,28.61,29.94,6.4,34.0,8.2,2012,8,19,-,BR,-
232,7,2012-08-20,88.0,59.0,74.0,2.0,49.0,60.0,0.0,9.0,0.0,0.0,28.63,29.97,2.1,5.0,5.2,2012,8,20,-, ,-
233,7,2012-08-21,89.0,66.0,78.0,3.0,58.0,65.0,0.0,13.0,0.0,0.0,28.67,30.01,4.6,21.0,5.9,2012,8,21,-, ,-
234,7,2012-08-22,89.0,63.0,76.0,3.0,56.0,65.0,0.0,11.0,0.0,0.0,28.67,30.02,10.1,18.0,10.7,2012,8,22,-,BR,-
235,7,2012-08-23,90.0,72.0,81.0,14.0,58.0,66.0,0.0,16.0,0.0,0.0,28.6,29.95,16.0,17.0,16.3,2012,8,23,-, ,-
236,7,2012-08-24,89.0,74.0,82.0,14.0,64.0,70.0,0.0,17.0,0.0,0.01,28.48,29.83,15.3,16.0,15.8,2012,8,24,-,RA,-
237,7,2012-08-25,94.0,69.0,82.0,10.0,67.0,72.0,0.0,17.0,0.0,1.75,28.46,29.79,13.8,16.0,15.7,2012,8,25,-,TSRA RA BR VCTS,-
238,7,2012-08-26,90.0,71.0,81.0,2.0,68.0,72.0,0.0,16.0,0.0,0.02,28.63,29.94,2.0,24.0,5.2,2012,8,26,-, ,-
239,7,2012-08-27,92.0,70.0,81.0,3.0,66.0,71.0,0.0,16.0,0.0,0.0,28.69,30.03,6.6,3.0,7.5,2012,8,27,-, ,-
240,7,2012-08-28,91.0,67.0,79.0,3.0,60.0,67.0,0.0,14.0,0.0,0.0,28.66,30.01,7.2,5.0,7.7,2012,8,28,-, ,-
241,7,2012-08-29,92.0,62.0,77.0,3.0,54.0,64.0,0.0,12.0,0.0,0.0,28.58,29.93,5.2,5.0,5.8,2012,8,29,-, ,-
242,7,2012-08-30,94.0,63.0,79.0,3.0,59.0,67.0,0.0,14.0,0.0,0.0,28.51,29.85,7.8,4.0,8.4,2012,8,30,-, ,-
243,7,2012-08-31,94.0,70.0,82.0,8.0,64.0,70.0,0.0,17.0,0.0,0.0,28.54,29.86,4.5,36.0,6.1,2012,8,31,-, ,-
244,7,2012-09-01,99.0,71.0,85.0,2.0,63.0,71.0,0.0,20.0,0.0,0.0,28.59,29.92,2.2,11.0,3.1,2012,9,1,-, ,-
245,7,2012-09-02,102.0,72.0,87.0,8.0,62.0,70.0,0.0,22.0,0.0,0.0,28.53,29.87,6.3,19.0,6.9,2012,9,2,-, ,-
246,7,2012-09-03,102.0,78.0,90.0,6.0,62.0,72.0,0.0,25.0,0.0,0.0,28.51,29.84,9.3,20.0,10.2,2012,9,3,-, ,-
247,7,2012-09-04,103.0,75.0,89.0,6.0,60.0,70.0,0.0,24.0,0.0,0.10714596949891067,28.49,29.81,4.2,19.0,8.1,2012,9,4,-, ,-
248,7,2012-09-05,100.0,72.0,86.0,3.0,65.0,72.0,0.0,21.0,0.0,0.8,28.48,29.81,1.4,12.0,6.9,2012,9,5,-, ,-
249,7,2012-09-06,95.0,75.0,85.0,2.0,63.0,70.0,0.0,20.0,0.0,0.0,28.53,29.85,0.8,15.0,5.6,2012,9,6,-, ,-
250,7,2012-09-07,101.0,63.0,82.0,3.0,61.0,68.0,0.0,17.0,0.0,0.25,28.56,29.85,4.0,33.0,13.3,2012,9,7,-,TSRA BR HZ VCTS,-
251,7,2012-09-08,82.0,57.0,70.0,8.0,49.0,58.0,0.0,5.0,0.0,0.0,28.77,30.12,7.8,36.0,8.1,2012,9,8,-, ,-
252,7,2012-09-09,90.0,52.0,71.0,2.0,46.0,58.0,0.0,6.0,0.0,0.0,28.74,30.09,0.8,14.0,4.2,2012,9,9,-, ,-
253,7,2012-09-10,91.0,62.0,77.0,3.0,46.0,59.0,0.0,12.0,0.0,0.0,28.68,30.03,5.2,19.0,6.6,2012,9,10,-, ,-
254,7,2012-09-11,92.0,63.0,78.0,16.0,47.0,61.0,0.0,13.0,0.0,0.0,28.61,29.96,15.3,18.0,15.7,2012,9,11,-, ,-
255,7,2012-09-12,92.0,68.0,80.0,16.0,56.0,65.0,0.0,15.0,0.0,0.0,28.62,29.95,15.8,17.0,16.2,2012,9,12,-, ,-
256,7,2012-09-13,79.0,58.0,69.0,2.0,55.0,58.0,0.0,4.0,0.0,1.07,28.82,30.16,12.4,36.0,14.0,2012,9,13,-,RA BR,-
257,7,2012-09-14,60.0,56.0,58.0,3.0,55.0,57.0,7.0,0.0,0.0,0.04,28.86,30.24,11.4,1.0,11.5,2012,9,14,-,RA BR,-
258,7,2012-09-15,65.0,59.0,62.0,2.0,58.0,60.0,3.0,0.0,0.0,0.10714596949891067,28.77,30.16,2.5,34.0,3.0,2012,9,15,-,RA BR HZ,-
259,7,2012-09-16,76.0,58.0,67.0,2.0,59.0,62.0,0.0,2.0,0.0,0.01,28.63,30.01,3.6,19.0,3.9,2012,9,16,-,BR,-
260,7,2012-09-17,81.0,59.0,70.0,4.0,60.0,63.0,0.0,5.0,0.0,0.0,28.55,29.9,1.2,35.0,6.1,2012,9,17,-,FG+ BR,-
261,7,2012-09-18,78.0,53.0,66.0,2.0,47.0,56.0,0.0,1.0,0.0,0.0,28.71,30.06,3.2,2.0,7.2,2012,9,18,-, ,-
262,7,2012-09-19,86.0,58.0,72.0,16.0,48.0,58.0,0.0,7.0,0.0,0.0,28.64,29.99,16.1,19.0,16.2,2012,9,19,-, ,-
263,7,2012-09-20,91.0,58.0,75.0,11.0,54.0,63.0,0.0,10.0,0.0,0.0,28.58,29.93,6.6,19.0,8.3,2012,9,20,-, ,-
264,7,2012-09-21,92.0,68.0,80.0,8.0,54.0,64.0,0.0,15.0,0.0,0.0,28.56,29.89,2.2,19.0,7.1,2012,9,21,-, ,-
265,7,2012-09-22,91.0,66.0,79.0,3.0,48.0,60.0,0.0,14.0,0.0,0.10714596949891067,28.71,30.03,9.0,6.0,10.0,2012,9,22,-, ,-
266,7,2012-09-23,85.0,57.0,71.0,11.0,47.0,57.0,0.0,6.0,0.0,0.0,28.75,30.11,8.0,9.0,9.6,2012,9,23,-, ,-
267,7,2012-09-24,93.0,65.0,79.0,16.0,55.0,64.0,0.0,14.0,0.0,0.0,28.58,29.94,14.3,18.0,15.0,2012,9,24,-, ,-
268,7,2012-09-25,92.0,67.0,80.0,14.0,59.0,67.0,0.0,15.0,0.0,0.13,28.48,29.82,18.2,19.0,20.0,2012,9,25,-,TSRA RA VCTS,-
269,7,2012-09-26,88.0,65.0,77.0,10.0,63.0,68.0,0.0,12.0,0.0,0.9,28.58,29.9,8.1,18.0,10.6,2012,9,26,-,TSRA RA BR,-
270,7,2012-09-27,70.0,63.0,67.0,1.0,63.0,64.0,0.0,2.0,0.0,0.0,28.72,30.07,2.2,9.0,6.6,2012,9,27,-,RA BR,-
271,7,2012-09-28,79.0,62.0,71.0,4.0,64.0,66.0,0.0,6.0,0.0,0.01,28.69,30.05,1.8,3.0,2.5,2012,9,28,-,FG+ BR,-
272,7,2012-09-29,71.0,66.0,69.0,1.0,65.0,66.0,0.0,4.0,0.0,0.15,28.63,30.0,6.1,4.0,6.6,2012,9,29,-,RA BR,-
273,7,2012-09-30,76.0,56.0,66.0,1.0,57.0,61.0,0.0,1.0,0.0,0.06,28.54,29.92,5.1,1.0,5.4,2012,9,30,-,RA BR,-
274,7,2012-10-01,80.0,53.0,67.0,16.0,50.0,57.0,0.0,2.0,0.0,0.0,28.54,29.89,10.8,35.0,10.9,2012,10,1,-,BR,-
275,7,2012-10-02,75.0,54.0,65.0,2.0,47.0,54.0,0.0,0.0,0.0,0.0,28.59,29.94,4.4,33.0,5.8,2012,10,2,-, ,-
276,7,2012-10-03,80.0,51.0,66.0,16.0,50.0,57.0,0.0,1.0,0.0,0.0,28.56,29.92,10.6,18.0,10.9,2012,10,3,-, ,-
277,7,2012-10-04,67.0,56.0,62.0,3.0,48.0,54.0,3.0,0.0,0.0,0.0,28.76,30.1,4.9,36.0,12.2,2012,10,4,-, ,-
278,7,2012-10-05,60.0,46.0,53.0,10.0,41.0,48.0,12.0,0.0,0.0,0.10714596949891067,28.79,30.17,14.1,3.0,14.4,2012,10,5,-,RA,-
279,7,2012-10-06,49.0,38.0,44.0,7.0,32.0,40.0,21.0,0.0,0.0,0.0,28.9,30.29,10.9,4.0,11.4,2012,10,6,-, ,-
280,7,2012-10-07,48.0,33.0,41.0,7.0,33.0,38.0,24.0,0.0,0.0,0.0,28.89,30.3,3.4,36.0,4.5,2012,10,7,-,RA BR,-
281,7,2012-10-08,64.0,33.0,49.0,10.0,35.0,43.0,16.0,0.0,0.0,0.0,28.7,30.13,11.1,19.0,11.4,2012,10,8,-,BR,-
282,7,2012-10-09,76.0,48.0,62.0,16.0,48.0,54.0,3.0,0.0,0.0,0.0,28.56,29.93,7.6,18.0,14.3,2012,10,9,-, ,-
283,7,2012-10-10,69.0,45.0,57.0,5.0,38.0,49.0,8.0,0.0,0.0,0.0,28.79,30.16,7.1,8.0,10.0,2012,10,10,-, ,-
284,7,2012-10-11,79.0,60.0,70.0,4.0,60.0,63.0,0.0,5.0,0.0,0.10714596949891067,28.69,30.05,11.7,18.0,11.8,2012,10,11,-,BR HZ,-
285,7,2012-10-12,74.0,65.0,70.0,10.0,65.0,67.0,0.0,5.0,0.0,0.65,28.69,30.06,8.0,16.0,11.8,2012,10,12,-,RA BR,-
286,7,2012-10-13,77.0,59.0,68.0,16.0,63.0,66.0,0.0,3.0,0.0,0.95,28.45,29.81,16.4,19.0,18.4,2012,10,13,-,TSRA RA BR VCTS,-
287,7,2012-10-14,78.0,52.0,65.0,11.0,46.0,55.0,0.0,0.0,0.0,0.0,28.66,30.0,7.9,31.0,9.7,2012,10,14,-, ,-
288,7,2012-10-15,83.0,49.0,66.0,16.0,47.0,56.0,0.0,1.0,0.0,0.0,28.59,29.96,9.9,20.0,10.2,2012,10,15,-, ,-
289,7,2012-10-16,80.0,59.0,70.0,16.0,52.0,59.0,0.0,5.0,0.0,0.0,28.29,29.67,17.5,18.0,17.8,2012,10,16,-, ,-
290,7,2012-10-17,76.0,52.0,64.0,3.0,46.0,56.0,1.0,0.0,0.0,0.0,28.29,29.61,6.3,29.0,15.7,2012,10,17,-, ,-
291,7,2012-10-18,70.0,44.0,57.0,3.0,26.0,45.0,8.0,0.0,0.0,0.0,28.58,29.92,11.7,30.0,12.4,2012,10,18,-, ,-
292,7,2012-10-19,72.0,48.0,60.0,1.0,24.0,44.0,5.0,0.0,0.0,0.0,28.53,29.91,7.1,30.0,9.6,2012,10,19,-, ,-
293,7,2012-10-20,81.0,50.0,66.0,16.0,48.0,57.0,0.0,1.0,0.0,0.0,28.37,29.74,11.8,18.0,12.2,2012,10,20,-, ,-
294,7,2012-10-21,88.0,67.0,78.0,14.0,64.0,68.0,0.0,13.0,0.0,0.0,28.38,29.7,19.3,18.0,19.6,2012,10,21,-,BR HZ,-
295,7,2012-10-22,83.0,68.0,76.0,14.0,62.0,66.0,0.0,11.0,0.0,0.10714596949891067,28.48,29.8,19.4,18.0,19.6,2012,10,22,-, ,-
296,7,2012-10-23,84.0,67.0,76.0,14.0,66.0,69.0,0.0,11.0,0.0,0.0,28.46,29.79,19.2,19.0,19.3,2012,10,23,-, ,-
297,7,2012-10-24,75.0,66.0,71.0,14.0,65.0,67.0,0.0,6.0,0.0,0.0,28.42,29.77,19.2,18.0,19.5,2012,10,24,-, ,-
298,7,2012-10-25,72.0,41.0,57.0,1.0,44.0,49.0,8.0,0.0,0.0,0.10714596949891067,28.67,29.99,8.7,35.0,19.6,2012,10,25,-,RA,-
299,7,2012-10-26,51.0,33.0,42.0,7.0,28.0,37.0,23.0,0.0,0.0,0.0,28.97,30.35,15.5,1.0,15.7,2012,10,26,-, ,-
300,7,2012-10-27,53.0,27.0,40.0,6.0,25.0,34.0,25.0,0.0,0.0,0.0,28.89,30.31,3.8,1.0,4.6,2012,10,27,-, ,-
301,7,2012-10-28,59.0,29.0,44.0,6.0,28.0,38.0,21.0,0.0,0.0,0.0,28.87,30.27,2.9,11.0,3.8,2012,10,28,-, ,-
302,7,2012-10-29,65.0,37.0,51.0,10.0,28.0,40.0,14.0,0.0,0.0,0.0,28.78,30.19,8.6,19.0,9.2,2012,10,29,-, ,-
303,7,2012-10-30,78.0,45.0,62.0,8.0,36.0,48.0,3.0,0.0,0.0,0.0,28.59,29.97,9.3,21.0,10.1,2012,10,30,-, ,-
304,7,2012-10-31,72.0,43.0,58.0,2.0,39.0,47.0,7.0,0.0,0.0,0.0,28.65,30.02,3.5,34.0,5.3,2012,10,31,-, ,-
305,7,2012-11-01,79.0,49.0,64.0,2.0,44.0,53.0,1.0,0.0,0.0,0.0,28.58,29.95,3.3,15.0,4.6,2012,11,1,-, ,-
306,7,2012-11-02,84.0,54.0,69.0,16.0,48.0,57.0,0.0,4.0,0.0,0.0,28.52,29.86,10.0,21.0,13.0,2012,11,2,-, ,-
307,7,2012-11-03,66.0,44.0,55.0,10.0,35.0,45.0,10.0,0.0,0.0,0.0,28.76,30.11,9.5,1.0,9.7,2012,11,3,-, ,-
308,7,2012-11-04,70.0,36.0,53.0,3.0,35.0,45.0,12.0,0.0,0.0,0.0,28.74,30.13,0.4,14.0,2.7,2012,11,4,-,SN,-
309,7,2012-11-05,64.0,38.0,51.0,1.0,36.0,46.0,14.0,0.0,0.0,0.0,28.72,30.1,8.7,34.0,10.5,2012,11,5,-, ,-
310,7,2012-11-06,71.0,34.0,53.0,2.0,36.0,44.0,12.0,0.0,0.0,0.0,28.73,30.11,2.6,29.0,6.2,2012,11,6,-, ,-
311,7,2012-11-07,69.0,36.0,53.0,10.0,46.809619238476955,54.215508559919435,12.0,0.0,0.0,0.0,28.72,29.98983935742973,9.959108527131782,17.962209302325583,5.1,2012,11,7,-, ,-
312,7,2012-11-08,79.0,54.0,67.0,8.0,42.0,54.0,0.0,2.0,0.0,0.0,28.53,29.9,21.2,17.0,21.5,2012,11,8,-, ,-
313,7,2012-11-09,80.0,61.0,71.0,16.0,52.0,60.0,0.0,6.0,0.0,0.0,28.47,29.81,22.1,18.0,22.2,2012,11,9,-, ,-
314,7,2012-11-10,76.0,63.0,70.0,16.0,54.0,60.0,0.0,5.0,0.0,0.0,28.4,29.76,24.2,17.0,24.5,2012,11,10,-, ,-
315,7,2012-11-11,72.0,31.0,52.0,7.0,36.0,41.0,13.0,0.0,0.0,0.52,28.67,29.99,7.8,33.0,13.3,2012,11,11,-,RA BR VCTS,-
316,7,2012-11-12,51.0,24.0,38.0,13.0,23.0,33.0,27.0,0.0,0.0,0.0,29.05,30.43,3.1,20.0,4.8,2012,11,12,-, ,-
317,7,2012-11-13,56.0,30.0,43.0,13.0,22.0,35.0,22.0,0.0,0.0,0.0,28.99,30.41,8.2,19.0,8.8,2012,11,13,-, ,-
318,7,2012-11-14,61.0,36.0,49.0,7.0,25.0,38.0,16.0,0.0,0.0,0.08,28.9,30.32,12.3,18.0,12.5,2012,11,14,-,HZ,-
319,7,2012-11-15,63.0,36.0,50.0,10.0,32.0,41.0,15.0,0.0,0.0,0.0,28.89,30.28,8.2,17.0,8.8,2012,11,15,-, ,-
