,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
167,12,2012-06-16,83.0,73.0,78.0,66.0,70.0,0.0,13.0,0.0,0.05,30.06,30.1,10.5,6.0,10.8,2012,6,16, ,-,-
168,12,2012-06-17,83.0,66.0,75.0,65.0,68.0,0.0,10.0,0.0,0.0,30.02,30.06,6.2,6.0,6.6,2012,6,17, ,-,-
169,12,2012-06-18,84.0,64.0,74.0,62.0,67.0,0.0,9.0,0.0,0.0,30.01,30.06,3.5,7.0,3.9,2012,6,18, ,-,-
170,12,2012-06-19,85.0,65.0,75.0,66.0,69.0,0.0,10.0,0.0,0.17,30.06,30.11,4.4,8.0,4.9,2012,6,19,RA,-,-
171,12,2012-06-20,84.0,74.0,79.0,67.0,71.0,0.0,14.0,0.0,0.0,30.04,30.08,9.8,9.0,10.0,2012,6,20, ,-,-
172,12,2012-06-21,86.0,75.0,81.0,68.0,72.0,0.0,16.0,0.0,0.0,29.96,30.0,6.9,9.0,7.2,2012,6,21, ,-,-
173,12,2012-06-22,86.0,71.0,79.0,72.0,74.0,0.0,14.0,0.0,1.47,29.88,29.92,3.8,13.0,4.6,2012,6,22,RA BR,-,-
174,12,2012-06-23,86.0,74.0,80.0,73.0,75.0,0.0,15.0,0.0,1.44,29.9,29.94,2.0,18.0,3.1,2012,6,23,TS RA FG,-,-
175,12,2012-06-24,82.0,73.0,78.0,73.0,74.0,0.0,13.0,0.0,0.57,29.88,29.91,6.4,14.0,7.7,2012,6,24,RA BR,-,-
176,12,2012-06-25,84.0,74.0,79.0,74.0,75.0,0.0,14.0,0.0,6.93,29.69,29.72,8.5,16.0,10.0,2012,6,25,RA BR,-,-
177,12,2012-06-26,84.0,71.0,78.0,73.0,74.0,0.0,13.0,0.0,5.36,29.59,29.63,6.1,9.0,8.5,2012,6,26,TSRA RA BR,-,-
178,12,2012-06-27,82.0,68.0,75.0,66.0,69.0,0.0,10.0,0.0,0.02,29.78,29.86,9.5,2.0,10.4,2012,6,27, ,-,-
179,12,2012-06-28,92.0,65.0,79.0,62.0,68.0,0.0,14.0,0.0,0.0,29.99,30.04,0.9,17.0,4.0,2012,6,28, ,-,-
180,12,2012-06-29,95.0,71.0,83.0,67.0,73.0,0.0,18.0,0.0,0.0,29.93,29.96,7.3,25.0,7.7,2012,6,29, ,-,-
181,12,2012-06-30,96.0,75.0,86.0,73.0,77.0,0.0,21.0,0.0,0.0,29.88,29.92,8.3,24.0,8.7,2012,6,30, ,-,-
182,12,2012-07-01,96.0,77.0,87.0,72.0,76.0,0.0,22.0,0.0,0.0,29.93,29.99,7.3,24.0,8.5,2012,7,1, ,-,-
183,12,2012-07-02,91.0,75.0,83.0,71.0,75.0,0.0,18.0,0.0,0.0,29.99,30.04,2.0,6.0,4.4,2012,7,2, ,-,-
184,12,2012-07-03,94.0,74.0,84.0,71.0,75.0,0.0,19.0,0.0,0.0,29.98,30.02,1.6,18.0,4.5,2012,7,3, ,-,-
185,12,2012-07-04,94.0,75.0,85.0,72.0,75.0,0.0,20.0,0.0,0.09,29.99,30.03,3.0,23.0,5.6,2012,7,4,TS RA BR,-,-
186,12,2012-07-05,94.0,72.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,29.97,30.01,4.2,22.0,5.7,2012,7,5,HZ,-,-
187,12,2012-07-06,95.0,77.0,86.0,71.0,76.0,0.0,21.0,0.0,0.0,29.96,30.01,4.4,22.0,5.8,2012,7,6, ,-,-
188,12,2012-07-07,94.0,76.0,85.0,72.0,76.0,0.0,20.0,0.0,0.0,30.01,30.06,2.8,18.0,4.9,2012,7,7,TS HZ,-,-
189,12,2012-07-08,96.0,75.0,86.0,72.0,76.0,0.0,21.0,0.0,0.0,30.01,30.05,1.9,21.0,5.7,2012,7,8, ,-,-
190,12,2012-07-09,96.0,75.0,86.0,71.0,76.0,0.0,21.0,0.0,0.0,29.96,30.0,4.0,20.0,5.8,2012,7,9, ,-,-
191,12,2012-07-10,94.0,75.0,85.0,72.0,75.0,0.0,20.0,0.0,0.02,29.96,30.01,3.1,19.0,4.5,2012,7,10,TSRA,-,-
192,12,2012-07-11,91.0,73.0,82.0,71.0,74.0,0.0,17.0,0.0,0.0,29.98,30.03,3.4,16.0,4.6,2012,7,11, ,-,-
193,12,2012-07-12,90.0,72.0,81.0,73.0,75.0,0.0,16.0,0.0,0.0,29.99,30.03,4.7,10.0,5.0,2012,7,12, ,-,-
194,12,2012-07-13,91.0,73.0,82.0,72.0,75.0,0.0,17.0,0.0,0.31,30.01,30.07,6.7,13.0,6.9,2012,7,13,RA,-,-
195,12,2012-07-14,90.0,73.0,82.0,72.0,75.0,0.0,17.0,0.0,0.02,30.06,30.11,5.9,12.0,6.0,2012,7,14,RA,-,-
196,12,2012-07-15,89.0,72.0,81.0,72.0,75.0,0.0,16.0,0.0,0.09,30.06,30.1,4.6,11.0,4.8,2012,7,15, ,-,-
197,12,2012-07-16,88.0,71.0,80.0,72.0,74.0,0.0,15.0,0.0,0.59,29.99,30.03,1.6,14.0,2.5,2012,7,16,TSRA RA,-,-
198,12,2012-07-17,90.0,74.0,82.0,71.0,74.0,0.0,17.0,0.0,0.0,29.93,29.99,1.8,17.0,3.0,2012,7,17,RA,-,-
199,12,2012-07-18,92.0,75.0,84.0,72.0,74.0,0.0,19.0,0.0,0.01,29.98,30.05,4.0,22.0,4.6,2012,7,18,RA,-,-
200,12,2012-07-19,90.0,76.0,83.0,73.0,75.0,0.0,18.0,0.0,0.09,30.06,30.11,5.4,21.0,5.8,2012,7,19,RA,-,-
201,12,2012-07-20,96.0,76.0,86.0,72.0,76.0,0.0,21.0,0.0,0.0,30.03,30.08,7.1,22.0,7.2,2012,7,20, ,-,-
202,12,2012-07-21,93.0,73.0,83.0,73.0,76.0,0.0,18.0,0.0,0.0,30.04,30.09,4.1,16.0,5.1,2012,7,21, ,-,-
203,12,2012-07-22,92.0,75.0,84.0,73.0,76.0,0.0,19.0,0.0,0.0,30.09,30.15,4.9,13.0,5.6,2012,7,22, ,-,-
204,12,2012-07-23,91.0,74.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,30.11,30.15,4.9,16.0,6.4,2012,7,23, ,-,-
205,12,2012-07-24,94.0,74.0,84.0,70.0,75.0,0.0,19.0,0.0,0.0,30.03,30.06,7.6,23.0,7.8,2012,7,24, ,-,-
206,12,2012-07-25,96.0,78.0,87.0,73.0,77.0,0.0,22.0,0.0,0.0,29.93,29.97,3.7,23.0,5.7,2012,7,25, ,-,-
207,12,2012-07-26,97.0,79.0,88.0,73.0,77.0,0.0,23.0,0.0,0.0,29.92,29.97,7.4,24.0,7.7,2012,7,26, ,-,-
208,12,2012-07-27,97.0,78.0,88.0,72.0,76.0,0.0,23.0,0.0,0.0,29.96,30.01,6.6,25.0,7.2,2012,7,27, ,-,-
209,12,2012-07-28,95.0,77.0,86.0,73.0,77.0,0.0,21.0,0.0,0.0,29.99,30.04,2.8,24.0,4.7,2012,7,28,TS,-,-
210,12,2012-07-29,97.0,78.0,88.0,73.0,77.0,0.0,23.0,0.0,0.0,29.97,30.01,5.8,23.0,6.8,2012,7,29,RA,-,-
211,12,2012-07-30,93.0,75.0,84.0,73.0,75.0,0.0,19.0,0.0,0.73,29.93,29.98,6.0,23.0,7.4,2012,7,30,TS TSRA,-,-
212,12,2012-07-31,93.0,75.0,84.0,72.0,75.0,0.0,19.0,0.0,0.73,29.93,29.97,7.4,23.0,7.8,2012,7,31,RA BR,-,-
213,12,2012-08-01,92.0,78.0,85.0,73.0,76.0,0.0,20.0,0.0,0.04,29.9,29.94,5.4,24.0,6.8,2012,8,1,TS,-,-
214,12,2012-08-02,96.0,75.0,86.0,73.0,77.0,0.0,21.0,0.0,0.06,29.9,29.94,4.2,23.0,5.9,2012,8,2,TS,-,-
215,12,2012-08-03,91.0,71.0,81.0,71.0,74.0,0.0,16.0,0.0,0.0,29.95,30.01,3.8,14.0,4.6,2012,8,3, ,-,-
216,12,2012-08-04,88.0,73.0,81.0,73.0,75.0,0.0,16.0,0.0,0.57,30.02,30.07,5.6,8.0,6.0,2012,8,4,RA BR,-,-
217,12,2012-08-05,88.0,71.0,80.0,73.0,75.0,0.0,15.0,0.0,1.4,30.04,30.09,7.6,14.0,7.8,2012,8,5,TSRA RA BR,-,-
218,12,2012-08-06,90.0,76.0,83.0,75.0,77.0,0.0,18.0,0.0,0.04,30.03,30.06,4.9,15.0,5.2,2012,8,6,RA,-,-
219,12,2012-08-07,91.0,74.0,83.0,73.0,75.0,0.0,18.0,0.0,0.51,29.96,30.01,2.9,19.0,4.2,2012,8,7,TS TSRA RA,-,-
220,12,2012-08-08,92.0,75.0,84.0,74.0,75.0,0.0,19.0,0.0,0.92,29.98,30.01,3.0,22.0,3.9,2012,8,8,TSRA RA BR,-,-
221,12,2012-08-09,92.0,75.0,84.0,73.0,75.0,0.0,19.0,0.0,0.01,29.94,29.98,5.1,20.0,6.5,2012,8,9,TSRA,-,-
222,12,2012-08-10,94.0,75.0,85.0,72.0,75.0,0.0,20.0,0.0,0.91,29.9,29.95,3.9,21.0,5.7,2012,8,10, ,-,-
223,12,2012-08-11,94.0,75.0,85.0,72.0,75.0,0.0,20.0,0.0,0.91,29.91,29.95,3.8,20.0,5.1,2012,8,11,TS RA,-,-
224,12,2012-08-12,91.0,76.0,84.0,73.0,75.0,0.0,19.0,0.0,0.83,29.95,30.0,2.8,22.0,5.8,2012,8,12,TS TSRA,-,-
225,12,2012-08-13,93.0,76.0,85.0,74.0,76.0,0.0,20.0,0.0,0.0,29.98,30.02,3.2,20.0,4.0,2012,8,13,TS,-,-
226,12,2012-08-14,93.0,72.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,29.96,30.0,2.1,18.0,4.1,2012,8,14, ,-,-
227,12,2012-08-15,93.0,76.0,85.0,74.0,76.0,0.0,20.0,0.0,0.2,29.95,30.0,3.6,24.0,5.1,2012,8,15,RA,-,-
228,12,2012-08-16,94.0,72.0,83.0,73.0,75.0,0.0,18.0,0.0,1.19,29.98,30.02,1.8,26.0,4.1,2012,8,16,TS TSRA BR,-,-
229,12,2012-08-17,89.0,71.0,80.0,73.0,74.0,0.0,15.0,0.0,0.36,29.93,29.97,4.1,22.0,4.7,2012,8,17,TSRA RA,-,-
230,12,2012-08-18,92.0,76.0,84.0,72.0,76.0,0.0,19.0,0.0,0.0,29.86,29.91,4.6,23.0,5.8,2012,8,18, ,-,-
231,12,2012-08-19,91.0,74.0,83.0,73.0,75.0,0.0,18.0,0.0,1.14,29.88,29.92,6.9,22.0,7.1,2012,8,19,TSRA RA BR,-,-
232,12,2012-08-20,89.0,72.0,81.0,73.0,74.0,0.0,16.0,0.0,2.75,29.88,29.94,2.0,21.0,5.9,2012,8,20,TSRA RA BR,-,-
233,12,2012-08-21,83.0,71.0,77.0,70.0,72.0,0.0,12.0,0.0,0.46,29.96,30.01,2.5,23.0,3.7,2012,8,21,TSRA RA BR,-,-
234,12,2012-08-22,84.0,71.0,78.0,71.0,73.0,0.0,13.0,0.0,0.22,29.99,30.04,2.6,17.0,3.1,2012,8,22,RA,-,-
235,12,2012-08-23,85.0,71.0,78.0,70.0,73.0,0.0,13.0,0.0,3.02,30.02,30.06,2.9,27.0,4.6,2012,8,23, ,-,-
236,12,2012-08-24,84.0,68.0,76.0,68.0,71.0,0.0,11.0,0.0,0.0,30.01,30.06,3.0,3.0,4.4,2012,8,24, ,-,-
237,12,2012-08-25,84.0,72.0,78.0,70.0,73.0,0.0,13.0,0.0,0.0,30.03,30.07,7.1,5.0,7.3,2012,8,25, ,-,-
238,12,2012-08-26,86.0,76.0,81.0,71.0,74.0,0.0,16.0,0.0,0.02,29.99,30.02,11.7,5.0,11.8,2012,8,26,RA,-,-
239,12,2012-08-27,82.0,76.0,79.0,74.0,76.0,0.0,14.0,0.0,0.38,29.9,29.94,8.6,11.0,9.3,2012,8,27,RA BR,-,-
240,12,2012-08-28,92.0,75.0,84.0,74.0,76.0,0.0,19.0,0.0,1.33,29.9,29.95,7.8,17.0,8.1,2012,8,28,RA,-,-
241,12,2012-08-29,89.0,75.0,82.0,73.0,75.0,0.0,17.0,0.0,0.07,29.93,29.97,3.0,17.0,4.5,2012,8,29,TS RA,-,-
242,12,2012-08-30,89.0,75.0,82.0,75.0,77.0,0.0,17.0,0.0,0.01,30.01,30.06,3.2,11.0,3.8,2012,8,30,RA BR,-,-
243,12,2012-08-31,89.0,76.0,83.0,75.0,77.0,0.0,18.0,0.0,0.0,30.11,30.17,2.9,7.0,3.0,2012,8,31,BR,-,-
244,12,2012-09-01,91.0,74.0,83.0,73.0,76.0,0.0,18.0,0.0,0.0,30.09,30.13,2.4,10.0,2.9,2012,9,1,FG+ FG BR,-,-
245,12,2012-09-02,91.0,75.0,83.0,72.0,75.0,0.0,18.0,0.0,0.55,30.01,30.05,2.8,16.0,3.3,2012,9,2, ,-,-
246,12,2012-09-03,92.0,73.0,83.0,70.0,73.0,0.0,18.0,0.0,0.0,29.98,30.02,4.5,16.0,5.5,2012,9,3, ,-,-
247,12,2012-09-04,92.0,74.0,83.0,70.0,74.0,0.0,18.0,0.0,0.0,29.95,29.98,3.1,19.0,4.7,2012,9,4, ,-,-
248,12,2012-09-05,90.0,73.0,82.0,72.0,75.0,0.0,17.0,0.0,0.0,29.91,29.95,3.7,15.0,4.0,2012,9,5, ,-,-
249,12,2012-09-06,91.0,74.0,83.0,72.0,75.0,0.0,18.0,0.0,0.0,29.93,29.97,2.2,16.0,3.5,2012,9,6,TS,-,-
250,12,2012-09-07,91.0,75.0,83.0,73.0,76.0,0.0,18.0,0.0,0.53,29.9,29.94,1.8,18.0,3.5,2012,9,7,RA,-,-
251,12,2012-09-08,92.0,74.0,83.0,73.0,75.0,0.0,18.0,0.0,0.11,29.83,29.88,5.5,21.0,5.9,2012,9,8,RA BR,-,-
252,12,2012-09-09,89.0,78.0,84.0,73.0,76.0,0.0,19.0,0.0,0.12,29.8,29.86,4.1,28.0,5.8,2012,9,9,RA BR,-,-
253,12,2012-09-10,86.0,76.0,81.0,65.0,71.0,0.0,16.0,0.0,0.0,29.96,30.02,7.2,5.0,7.5,2012,9,10, ,-,-
254,12,2012-09-11,86.0,75.0,81.0,63.0,69.0,0.0,16.0,0.0,0.23,30.09,30.14,9.7,8.0,10.1,2012,9,11,RA,-,-
255,12,2012-09-12,86.0,74.0,80.0,68.0,72.0,0.0,15.0,0.0,0.23,30.12,30.17,9.3,6.0,9.9,2012,9,12,RA,-,-
256,12,2012-09-13,82.0,72.0,77.0,70.0,72.0,0.0,12.0,0.0,1.06,30.09,30.14,5.2,5.0,6.6,2012,9,13,RA BR,-,-
257,12,2012-09-14,85.0,74.0,80.0,71.0,74.0,0.0,15.0,0.0,0.37,30.06,30.1,5.9,7.0,7.4,2012,9,14,RA,-,-
258,12,2012-09-15,84.0,73.0,79.0,71.0,73.0,0.0,14.0,0.0,0.07,30.04,30.09,4.6,7.0,5.0,2012,9,15,RA,-,-
259,12,2012-09-16,87.0,71.0,79.0,71.0,73.0,0.0,14.0,0.0,0.0,30.01,30.06,3.2,12.0,3.7,2012,9,16, ,-,-
260,12,2012-09-17,88.0,71.0,80.0,71.0,73.0,0.0,15.0,0.0,0.0,29.95,29.98,7.1,15.0,7.2,2012,9,17, ,-,-
261,12,2012-09-18,81.0,74.0,78.0,72.0,73.0,0.0,13.0,0.0,0.18,29.83,29.88,7.3,21.0,8.0,2012,9,18,TSRA RA,-,-
262,12,2012-09-19,88.0,74.0,81.0,71.0,74.0,0.0,16.0,0.0,0.0,29.91,29.97,0.8,31.0,3.0,2012,9,19, ,-,-
263,12,2012-09-20,83.0,72.0,78.0,72.0,73.0,0.0,13.0,0.0,3.52,29.98,30.03,3.6,6.0,4.0,2012,9,20,TSRA RA BR,-,-
264,12,2012-09-21,84.0,73.0,79.0,72.0,74.0,0.0,14.0,0.0,0.01,29.96,30.01,4.4,5.0,4.9,2012,9,21,RA BR,-,-
265,12,2012-09-22,86.0,73.0,80.0,71.0,73.0,0.0,15.0,0.0,0.0,29.97,30.02,2.6,8.0,3.6,2012,9,22, ,-,-
266,12,2012-09-23,89.0,67.0,78.0,64.0,69.0,0.0,13.0,0.0,0.0,30.0,30.05,4.5,33.0,4.9,2012,9,23, ,-,-
267,12,2012-09-24,85.0,62.0,74.0,57.0,64.0,0.0,9.0,0.0,0.0,30.04,30.09,3.9,5.0,4.8,2012,9,24, ,-,-
268,12,2012-09-25,83.0,74.0,79.0,65.0,70.0,0.0,14.0,0.0,0.05,30.08,30.12,9.2,5.0,9.3,2012,9,25,RA,-,-
269,12,2012-09-26,88.0,71.0,80.0,71.0,74.0,0.0,15.0,0.0,0.04,30.08,30.12,4.9,7.0,6.1,2012,9,26, ,-,-
270,12,2012-09-27,87.0,72.0,80.0,70.0,73.0,0.0,15.0,0.0,0.0,30.06,30.11,4.8,7.0,5.0,2012,9,27, ,-,-
271,12,2012-09-28,87.0,71.0,79.0,71.0,73.0,0.0,14.0,0.0,0.0,30.01,30.04,4.9,5.0,5.8,2012,9,28,BR,-,-
272,12,2012-09-29,88.0,69.0,79.0,68.0,71.0,0.0,14.0,0.0,0.0,29.91,29.95,1.8,8.0,2.3,2012,9,29,BR,-,-
273,12,2012-09-30,89.0,72.0,81.0,72.0,74.0,0.0,16.0,0.0,0.11,29.8,29.84,3.0,15.0,4.5,2012,9,30,TSRA,-,-
274,12,2012-10-01,92.0,70.0,81.0,73.0,75.0,0.0,16.0,0.0,0.12,29.72,29.77,4.4,16.0,5.0,2012,10,1,TSRA,-,-
275,12,2012-10-02,90.0,76.0,83.0,72.0,75.0,0.0,18.0,0.0,0.04,29.8,29.88,7.3,21.0,7.7,2012,10,2,RA,-,-
276,12,2012-10-03,85.0,75.0,80.0,73.0,74.0,0.0,15.0,0.0,0.25,30.04,30.11,0.4,1.0,1.8,2012,10,3,RA FG+ BR,-,-
277,12,2012-10-04,87.0,71.0,79.0,72.0,74.0,0.0,14.0,0.0,2.5,30.13,30.17,1.4,2.0,2.6,2012,10,4,TSRA RA FG+ FG BR,-,-
278,12,2012-10-05,86.0,74.0,80.0,73.0,75.0,0.0,15.0,0.0,0.03,30.04,30.07,2.8,7.0,3.4,2012,10,5,RA BCFG BR,-,-
279,12,2012-10-06,87.0,73.0,80.0,72.0,74.0,0.0,15.0,0.0,0.0,29.91,29.96,2.0,7.0,2.6,2012,10,6,TS,-,-
280,12,2012-10-07,89.0,71.0,80.0,71.0,73.0,0.0,15.0,0.0,0.0,29.92,29.97,2.0,12.0,3.3,2012,10,7, ,-,-
281,12,2012-10-08,86.0,69.0,78.0,71.0,73.0,0.0,13.0,0.0,0.23,29.95,30.0,1.2,33.0,4.0,2012,10,8,TS TSRA,-,-
282,12,2012-10-09,69.0,63.0,66.0,62.0,64.0,0.0,1.0,0.0,0.0,30.02,30.07,6.6,36.0,6.8,2012,10,9,BR HZ,-,-
283,12,2012-10-10,81.0,59.0,70.0,62.0,64.0,0.0,5.0,0.0,0.0,30.06,30.1,1.8,34.0,2.5,2012,10,10,FG+ BR HZ,-,-
284,12,2012-10-11,80.0,63.0,72.0,60.0,64.0,0.0,7.0,0.0,0.0,30.12,30.18,4.0,3.0,4.4,2012,10,11, ,-,-
285,12,2012-10-12,82.0,62.0,72.0,61.0,65.0,0.0,7.0,0.0,0.0,30.14,30.18,2.8,6.0,2.8,2012,10,12, ,-,-
286,12,2012-10-13,83.0,67.0,75.0,65.0,69.0,0.0,10.0,0.0,0.06,30.16,30.2,8.2,6.0,8.5,2012,10,13,RA,-,-
287,12,2012-10-14,84.0,69.0,77.0,68.0,71.0,0.0,12.0,0.0,0.28,30.07,30.1,5.1,9.0,5.5,2012,10,14,RA,-,-
288,12,2012-10-15,85.0,68.0,77.0,67.0,70.0,0.0,12.0,0.0,0.0,29.87,29.9,2.0,27.0,2.3,2012,10,15, ,-,-
289,12,2012-10-16,79.0,62.0,71.0,57.0,62.0,0.0,6.0,0.0,0.0,29.84,29.88,6.1,2.0,6.9,2012,10,16, ,-,-
290,12,2012-10-17,79.0,61.0,70.0,62.0,65.0,0.0,5.0,0.0,0.0,29.85,29.88,1.6,3.0,2.7,2012,10,17, ,-,-
291,12,2012-10-18,87.0,66.0,77.0,67.0,70.0,0.0,12.0,0.0,0.0,29.8,29.84,3.4,21.0,4.9,2012,10,18,BR,-,-
292,12,2012-10-19,81.0,67.0,74.0,62.0,66.0,0.0,9.0,0.0,0.09,29.8,29.94,1.8,1.0,3.6,2012,10,19, ,-,-
293,12,2012-10-20,82.0,57.0,70.0,49.0,58.0,0.0,5.0,0.0,0.0,29.85,29.91,3.7,30.0,4.1,2012,10,20, ,-,-
294,12,2012-10-21,78.0,55.0,67.0,53.0,59.0,0.0,2.0,0.0,0.0,29.99,30.06,3.2,3.0,4.1,2012,10,21, ,-,-
295,12,2012-10-22,80.0,63.0,72.0,60.0,64.0,0.0,7.0,0.0,0.0,30.07,30.12,6.9,4.0,7.6,2012,10,22, ,-,-
296,12,2012-10-23,82.0,62.0,72.0,62.0,66.0,0.0,7.0,0.0,0.0,30.04,30.09,5.3,5.0,6.0,2012,10,23, ,-,-
297,12,2012-10-24,84.0,63.0,74.0,64.0,68.0,0.0,9.0,0.0,0.0,30.01,30.05,5.5,6.0,6.0,2012,10,24, ,-,-
298,12,2012-10-25,84.0,71.0,78.0,68.0,71.0,0.0,13.0,0.0,0.04,29.91,29.95,10.4,7.0,10.6,2012,10,25,RA,-,-
299,12,2012-10-26,78.0,72.0,75.0,65.0,69.0,0.0,10.0,0.0,0.92,29.76,29.78,13.8,2.0,14.3,2012,10,26,RA,-,-
300,12,2012-10-27,73.0,68.0,71.0,60.0,64.0,0.0,6.0,0.0,0.0,29.58,29.62,14.8,34.0,15.1,2012,10,27, ,-,-
301,12,2012-10-28,77.0,59.0,68.0,53.0,59.0,0.0,3.0,0.0,0.0,29.63,29.69,12.0,30.0,12.3,2012,10,28, ,-,-
302,12,2012-10-29,66.0,49.0,58.0,36.0,47.0,7.0,0.0,0.0,0.0,29.7,29.76,13.1,29.0,13.4,2012,10,29, ,-,-
303,12,2012-10-30,65.0,47.0,56.0,27.0,43.0,9.0,0.0,0.0,0.0,29.74,29.8,13.8,27.0,14.1,2012,10,30, ,-,-
304,12,2012-10-31,72.0,50.0,61.0,36.0,49.0,4.0,0.0,0.0,0.0,29.89,29.94,10.0,27.0,10.3,2012,10,31, ,-,-
305,12,2012-11-01,75.0,48.0,62.0,45.0,53.0,3.0,0.0,0.0,0.0,29.91,29.96,5.4,28.0,5.9,2012,11,1, ,-,-
306,12,2012-11-02,78.0,44.0,61.0,41.0,51.0,4.0,0.0,0.0,0.0,29.98,30.03,4.1,26.0,4.6,2012,11,2, ,-,-
307,12,2012-11-03,83.0,56.0,70.0,55.0,60.0,0.0,5.0,0.0,0.0,30.02,30.07,1.2,25.0,3.5,2012,11,3,FG+ BR,-,-
308,12,2012-11-04,84.0,55.0,70.0,57.0,62.0,0.0,5.0,0.0,0.0,29.99,30.03,4.9,23.0,5.1,2012,11,4,FG+ BR,-,-
309,12,2012-11-05,75.0,57.0,66.0,55.0,60.0,0.0,1.0,0.0,0.0,29.93,29.98,3.4,34.0,6.4,2012,11,5,BR,-,-
310,12,2012-11-06,73.0,52.0,63.0,53.0,57.0,2.0,0.0,0.0,0.17,29.85,29.89,1.6,36.0,4.1,2012,11,6,RA BR,-,-
311,12,2012-11-07,62.0,46.0,54.0,43.0,48.0,11.0,0.0,0.0,0.01,29.86,29.93,7.5,32.0,7.9,2012,11,7, ,-,-
312,12,2012-11-08,77.0,43.0,55.0,42.0,48.0,10.0,0.0,0.0,0.0,30.04,30.11,5.4,34.0,6.1,2012,11,8, ,-,-
313,12,2012-11-09,71.0,39.0,55.0,41.0,47.0,10.0,0.0,0.0,0.0,30.19,30.24,1.1,3.0,2.4,2012,11,9, ,-,-
314,12,2012-11-10,73.0,44.0,59.0,49.0,53.0,6.0,0.0,0.0,0.0,30.26,30.31,2.3,6.0,2.7,2012,11,10,BR,-,-
315,12,2012-11-11,79.0,55.0,67.0,59.0,63.0,0.0,2.0,0.0,0.0,30.27,30.31,5.2,10.0,5.8,2012,11,11,RA BR,-,-
316,12,2012-11-12,79.0,60.0,70.0,64.0,66.0,0.0,5.0,0.0,0.31,30.19,30.24,2.8,13.0,3.0,2012,11,12,RA FG BCFG BR,-,-
317,12,2012-11-13,79.0,58.0,69.0,63.0,65.0,0.0,4.0,0.0,0.0,30.12,30.17,2.8,2.0,3.4,2012,11,13,FG+ BCFG BR,-,-
318,12,2012-11-14,65.0,58.0,62.0,59.0,59.0,3.0,0.0,0.0,0.02,30.16,30.2,11.9,3.0,12.1,2012,11,14,RA BR,-,-
319,12,2012-11-15,59.0,50.0,55.0,52.0,54.0,10.0,0.0,0.0,0.0,30.11,30.17,7.8,36.0,8.2,2012,11,15,BR,-,-
320,12,2012-11-16,57.0,52.0,55.0,50.0,52.0,10.0,0.0,0.0,0.0,30.16,30.2,8.3,36.0,8.5,2012,11,16,BR,-,-
321,12,2012-11-17,63.0,56.0,60.0,53.0,56.0,5.0,0.0,0.0,0.03,30.17,30.22,12.3,2.0,12.5,2012,11,17, ,-,-
322,12,2012-11-18,67.0,56.0,62.0,50.0,54.0,3.0,0.0,0.0,0.0,30.17,30.21,8.7,1.0,9.1,2012,11,18, ,-,-
323,12,2012-11-19,60.0,55.0,58.0,52.0,54.0,7.0,0.0,0.0,0.0,30.11,30.16,7.8,36.0,8.0,2012,11,19,BR,-,-
324,12,2012-11-20,69.0,55.0,62.0,52.0,56.0,3.0,0.0,0.0,0.0,30.03,30.08,4.2,36.0,4.7,2012,11,20, ,-,-
325,12,2012-11-21,69.0,49.0,59.0,48.0,53.0,6.0,0.0,0.0,0.0,30.01,30.07,4.3,2.0,4.9,2012,11,21, ,-,-
326,12,2012-11-22,65.0,43.0,54.0,40.0,47.0,11.0,0.0,0.0,0.0,30.1,30.16,5.3,1.0,5.8,2012,11,22, ,-,-
327,12,2012-11-23,73.0,38.0,56.0,40.0,47.0,9.0,0.0,0.0,0.0,30.1,30.13,2.1,30.0,2.6,2012,11,23, ,-,-
328,12,2012-11-24,68.0,46.0,57.0,39.0,49.0,8.0,0.0,0.0,0.0,30.01,30.06,6.3,32.0,7.1,2012,11,24, ,-,-
329,12,2012-11-25,67.0,37.0,52.0,28.0,41.0,13.0,0.0,0.0,0.0,30.09,30.14,2.7,33.0,3.6,2012,11,25, ,-,-
330,12,2012-11-26,71.0,36.0,54.0,38.0,46.0,11.0,0.0,0.0,0.0,30.16,30.21,0.6,6.0,1.2,2012,11,26, ,-,-
331,12,2012-11-27,80.0,47.0,64.0,54.0,58.0,1.0,0.0,0.0,0.0,30.11,30.15,2.1,23.0,4.9,2012,11,27,RA BR,-,-
332,12,2012-11-28,61.0,52.0,57.0,51.0,53.0,8.0,0.0,0.0,0.05,30.21,30.26,6.1,36.0,6.2,2012,11,28,BR,-,-
333,12,2012-11-29,68.0,48.0,58.0,52.0,55.0,7.0,0.0,0.0,0.0,30.27,30.32,8.0,3.0,8.5,2012,11,29,BR,-,-
334,12,2012-11-30,74.0,52.0,63.0,56.0,59.0,2.0,0.0,0.0,0.0,30.24,30.28,2.4,4.0,2.6,2012,11,30,BR,-,-
335,12,2012-12-01,69.0,59.0,64.0,59.0,61.0,1.0,0.0,0.0,0.06,30.22,30.28,2.0,2.0,3.1,2012,12,1,RA BR,-,-
336,12,2012-12-02,77.0,54.0,66.0,58.0,61.0,0.0,1.0,0.0,0.0,30.24,30.28,3.3,7.0,3.5,2012,12,2,FG+ FG BCFG BR,-,-
