,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
173,10,2012-06-22,88.0,78.0,83.0,73.0,75.0,0.0,18.0,0.03,29.89,29.91,6.0,11.0,6.9,2012,6,22,RA,0526,1931
174,10,2012-06-23,90.0,78.0,84.0,73.0,76.0,0.0,19.0,0.01,29.9,29.93,4.3,16.0,6.4,2012,6,23, ,0526,1932
175,10,2012-06-24,83.0,75.0,79.0,73.0,75.0,0.0,14.0,1.07,29.9,29.9,11.0,13.0,11.7,2012,6,24,RA BR,0526,1932
176,10,2012-06-25,90.0,75.0,83.0,74.0,76.0,0.0,18.0,4.65,29.69,29.7,11.3,14.0,13.2,2012,6,25,RA BR,0527,1932
177,10,2012-06-26,85.0,75.0,80.0,74.0,76.0,0.0,15.0,4.84,29.59,29.61,8.1,8.0,12.4,2012,6,26,TSRA RA FG BR,0527,1932
178,10,2012-06-27,85.0,72.0,79.0,65.0,69.0,0.0,14.0,0.02,29.8,29.86,10.8,36.0,12.5,2012,6,27,RA,0527,1932
179,10,2012-06-28,92.0,68.0,80.0,61.0,68.0,0.0,15.0,0.0,30.01,30.04,3.0,16.0,5.7,2012,6,28, ,0528,1932
180,10,2012-06-29,97.0,73.0,85.0,67.0,73.0,0.0,20.0,0.0,29.95,29.96,8.9,25.0,9.5,2012,6,29, ,0528,1932
181,10,2012-06-30,98.0,76.0,87.0,72.0,77.0,0.0,22.0,0.0,29.9,29.92,9.4,24.0,9.6,2012,6,30, ,0528,1932
182,10,2012-07-01,97.0,78.0,88.0,72.0,76.0,0.0,23.0,0.12,29.95,29.99,7.1,23.0,9.2,2012,7,1,TSRA,0529,1932
183,10,2012-07-02,96.0,77.0,87.0,70.0,74.0,0.0,22.0,0.0,30.01,30.04,1.9,3.0,5.5,2012,7,2, ,0529,1932
184,10,2012-07-03,98.0,76.0,87.0,70.0,75.0,0.0,22.0,0.0,29.99,30.02,4.0,22.0,5.8,2012,7,3,TS,0529,1932
185,10,2012-07-04,96.0,78.0,87.0,71.0,75.0,0.0,22.0,0.77,30.02,30.03,4.1,22.0,6.6,2012,7,4,TS RA,0530,1932
186,10,2012-07-05,96.0,76.0,86.0,70.0,75.0,0.0,21.0,0.0,29.98,30.01,5.5,23.0,6.5,2012,7,5, ,0530,1932
187,10,2012-07-06,97.0,79.0,88.0,70.0,75.0,0.0,23.0,0.0,29.98,30.0,5.5,22.0,6.8,2012,7,6, ,0531,1932
188,10,2012-07-07,96.0,75.0,86.0,69.0,75.0,0.0,21.0,0.45,30.03,30.06,3.6,17.0,6.3,2012,7,7,TS,0531,1932
189,10,2012-07-08,97.0,79.0,88.0,71.0,76.0,0.0,23.0,0.0,30.03,30.05,3.9,19.0,6.6,2012,7,8, ,0532,1932
190,10,2012-07-09,98.0,79.0,89.0,71.0,76.0,0.0,24.0,0.0,29.98,30.0,5.9,20.0,8.3,2012,7,9, ,0532,1932
191,10,2012-07-10,97.0,79.0,88.0,71.0,75.0,0.0,23.0,0.0,29.98,30.0,5.0,18.0,6.7,2012,7,10,TS,0533,1931
192,10,2012-07-11,94.0,78.0,86.0,69.0,74.0,0.0,21.0,0.18,30.0,30.03,1.7,18.0,5.3,2012,7,11, ,0533,1931
193,10,2012-07-12,93.0,80.0,87.0,72.0,76.0,0.0,22.0,0.0,30.0,30.02,7.7,10.0,8.7,2012,7,12, ,0534,1931
194,10,2012-07-13,93.0,81.0,87.0,71.0,76.0,0.0,22.0,0.41,30.03,30.06,10.9,13.0,11.2,2012,7,13,RA,0534,1931
195,10,2012-07-14,93.0,81.0,87.0,71.0,76.0,0.0,22.0,0.0,30.07,30.1,10.5,11.0,10.6,2012,7,14,RA,0535,1930
196,10,2012-07-15,91.0,78.0,85.0,71.0,75.0,0.0,20.0,0.1,30.07,30.09,4.2,11.0,6.6,2012,7,15,RA,0535,1930
197,10,2012-07-16,89.0,79.0,84.0,72.0,75.0,0.0,19.0,0.18,30.01,30.02,2.6,13.0,5.7,2012,7,16,TS,0536,1930
198,10,2012-07-17,91.0,75.0,83.0,70.0,74.0,0.0,18.0,0.75,29.95,29.98,1.6,22.0,3.9,2012,7,17,RA,0536,1929
199,10,2012-07-18,90.0,75.0,83.0,72.0,74.0,0.0,18.0,0.21,30.01,30.05,5.9,21.0,6.6,2012,7,18,TS TSRA RA,0537,1929
200,10,2012-07-19,89.0,77.0,83.0,73.0,75.0,0.0,18.0,0.08,30.08,30.11,7.0,21.0,7.9,2012,7,19,TS,0537,1929
201,10,2012-07-20,97.0,78.0,88.0,71.0,76.0,0.0,23.0,0.0,30.05,30.07,8.2,21.0,9.0,2012,7,20, ,0538,1928
202,10,2012-07-21,97.0,78.0,88.0,72.0,76.0,0.0,23.0,0.0,30.06,30.08,5.8,15.0,7.2,2012,7,21,TS,0539,1928
203,10,2012-07-22,96.0,81.0,89.0,72.0,76.0,0.0,24.0,0.0,30.1,30.14,7.4,13.0,8.8,2012,7,22, ,0539,1927
204,10,2012-07-23,94.0,79.0,87.0,71.0,75.0,0.0,22.0,0.21,30.13,30.14,6.8,16.0,8.4,2012,7,23,TS,0540,1927
205,10,2012-07-24,94.0,76.0,85.0,70.0,75.0,0.0,20.0,0.02,30.05,30.06,8.1,21.0,8.9,2012,7,24,RA,0540,1926
206,10,2012-07-25,98.0,78.0,88.0,72.0,76.0,0.0,23.0,0.0,29.95,29.97,5.3,21.0,7.4,2012,7,25, ,0541,1926
207,10,2012-07-26,98.0,81.0,90.0,73.0,77.0,0.0,25.0,0.0,29.94,29.96,8.1,22.0,9.1,2012,7,26, ,0542,1925
208,10,2012-07-27,98.0,79.0,89.0,71.0,76.0,0.0,24.0,0.0,29.98,30.01,7.3,24.0,8.6,2012,7,27, ,0542,1924
209,10,2012-07-28,96.0,80.0,88.0,73.0,77.0,0.0,23.0,0.32,30.01,30.03,4.5,22.0,6.1,2012,7,28,TSRA,0543,1924
210,10,2012-07-29,95.0,80.0,88.0,73.0,77.0,0.0,23.0,0.01,29.99,30.0,6.2,21.0,7.6,2012,7,29,TSRA RA,0543,1923
211,10,2012-07-30,92.0,77.0,85.0,73.0,75.0,0.0,20.0,0.08,29.96,29.98,8.0,21.0,9.2,2012,7,30,TS TSRA RA,0544,1923
212,10,2012-07-31,94.0,76.0,85.0,72.0,75.0,0.0,20.0,0.01,29.94,29.96,7.6,23.0,8.6,2012,7,31,RA,0545,1922
213,10,2012-08-01,94.0,77.0,85.0,73.0,76.0,0.0,20.0,1.96,29.91,29.94,6.8,24.0,7.1,2012,8,1,TS RA,0545,1921
214,10,2012-08-02,96.0,76.0,86.0,72.0,76.0,0.0,21.0,0.98,29.91,29.94,5.8,21.0,6.5,2012,8,2,TS TSRA BR HZ,0546,1920
215,10,2012-08-03,94.0,75.0,85.0,71.0,75.0,0.0,20.0,0.0,29.96,30.0,4.5,15.0,6.0,2012,8,3, ,0546,1920
216,10,2012-08-04,90.0,77.0,84.0,73.0,76.0,0.0,19.0,0.72,30.03,30.06,8.5,7.0,9.1,2012,8,4,RA,0547,1919
217,10,2012-08-05,90.0,77.0,84.0,74.0,76.0,0.0,19.0,0.41,30.05,30.08,7.9,13.0,9.7,2012,8,5,TSRA RA,0548,1918
218,10,2012-08-06,91.0,80.0,86.0,74.0,77.0,0.0,21.0,0.02,30.04,30.05,6.5,15.0,7.5,2012,8,6,TSRA,0548,1917
219,10,2012-08-07,92.0,77.0,85.0,72.0,75.0,0.0,20.0,0.69,30.0,30.01,5.2,18.0,7.4,2012,8,7,TSRA RA,0549,1917
220,10,2012-08-08,92.0,78.0,85.0,73.0,76.0,0.0,20.0,0.51,29.99,30.0,4.6,22.0,6.0,2012,8,8,TS TSRA,0549,1916
221,10,2012-08-09,95.0,78.0,87.0,72.0,76.0,0.0,22.0,0.12,29.95,29.98,7.1,21.0,8.2,2012,8,9,TS,0550,1915
222,10,2012-08-10,96.0,78.0,87.0,71.0,75.0,0.0,22.0,0.0,29.91,29.94,6.3,21.0,8.1,2012,8,10, ,0551,1914
223,10,2012-08-11,95.0,78.0,87.0,71.0,75.0,0.0,22.0,0.03,29.92,29.95,6.1,18.0,7.4,2012,8,11,TS RA,0551,1913
224,10,2012-08-12,92.0,77.0,85.0,72.0,75.0,0.0,20.0,1.01,29.96,29.99,4.5,21.0,7.4,2012,8,12,TSRA,0552,1912
225,10,2012-08-13,94.0,78.0,86.0,71.0,76.0,0.0,21.0,0.0,29.99,30.01,5.4,20.0,6.5,2012,8,13, ,0552,1911
226,10,2012-08-14,92.0,74.0,83.0,70.0,75.0,0.0,18.0,0.03,29.97,30.0,3.9,20.0,5.1,2012,8,14,TS,0553,1910
227,10,2012-08-15,93.0,78.0,86.0,72.0,76.0,0.0,21.0,0.01,29.97,30.0,4.3,23.0,7.5,2012,8,15,TS,0554,1909
228,10,2012-08-16,93.0,76.0,85.0,72.0,76.0,0.0,20.0,0.69,29.99,30.02,3.3,20.0,8.2,2012,8,16,TS,0554,1908
229,10,2012-08-17,91.0,73.0,82.0,72.0,74.0,0.0,17.0,2.81,29.96,29.96,6.0,22.0,7.3,2012,8,17,TSRA FG+,0555,1907
230,10,2012-08-18,93.0,78.0,86.0,71.0,76.0,0.0,21.0,0.0,29.88,29.91,6.9,24.0,7.7,2012,8,18, ,0555,1906
231,10,2012-08-19,91.0,76.0,84.0,73.0,75.0,0.0,19.0,1.08,29.9,29.92,8.0,21.0,8.3,2012,8,19,TS TSRA RA,0556,1905
232,10,2012-08-20,89.0,75.0,82.0,72.0,74.0,0.0,17.0,3.91,29.93,29.94,3.5,19.0,8.2,2012,8,20,TSRA RA BR,0556,1904
233,10,2012-08-21,81.0,72.0,77.0,70.0,72.0,0.0,12.0,0.51,29.98,30.01,3.6,22.0,6.0,2012,8,21,TSRA RA BR,0557,1903
234,10,2012-08-22,84.0,73.0,79.0,71.0,73.0,0.0,14.0,0.13,30.01,30.04,4.9,20.0,5.9,2012,8,22,TSRA,0558,1902
235,10,2012-08-23,87.0,73.0,80.0,69.0,73.0,0.0,15.0,0.13,30.03,30.06,3.9,27.0,6.3,2012,8,23,RA BR,0558,1860
236,10,2012-08-24,89.0,69.0,79.0,67.0,71.0,0.0,14.0,0.0,30.03,30.06,3.3,2.0,5.0,2012,8,24, ,0559,1859
237,10,2012-08-25,87.0,77.0,82.0,69.0,73.0,0.0,17.0,0.0,30.03,30.06,10.0,4.0,10.2,2012,8,25, ,0559,1858
238,10,2012-08-26,87.0,75.0,81.0,71.0,75.0,0.0,16.0,0.04,29.99,30.01,15.0,4.0,15.1,2012,8,26,RA,0560,1857
239,10,2012-08-27,83.0,77.0,80.0,75.0,76.0,0.0,15.0,0.73,29.9,29.92,11.7,10.0,12.7,2012,8,27,RA BR,0601,1855
240,10,2012-08-28,92.0,75.0,84.0,74.0,76.0,0.0,19.0,0.62,29.91,29.94,10.4,16.0,10.8,2012,8,28,TS TSRA RA BR,0601,1854
241,10,2012-08-29,88.0,77.0,83.0,74.0,76.0,0.0,18.0,1.09,29.93,29.97,4.9,16.0,6.8,2012,8,29,TS BR,0602,1853
242,10,2012-08-30,92.0,77.0,85.0,74.0,77.0,0.0,20.0,0.22,30.04,30.05,5.1,11.0,5.7,2012,8,30,TSRA RA SQ,0602,1852
243,10,2012-08-31,91.0,80.0,86.0,75.0,78.0,0.0,21.0,0.0,30.12,30.16,4.3,8.0,5.3,2012,8,31,BR,0603,1851
244,10,2012-09-01,93.0,78.0,86.0,73.0,77.0,0.0,21.0,0.0,30.11,30.12,3.2,11.0,4.6,2012,9,1,BR,0603,1850
245,10,2012-09-02,93.0,77.0,85.0,72.0,75.0,0.0,20.0,0.0,30.03,30.04,5.2,17.0,6.8,2012,9,2, ,0604,1848
246,10,2012-09-03,94.0,78.0,86.0,69.0,74.0,0.0,21.0,0.0,29.99,30.01,6.5,17.0,7.8,2012,9,3,TS,0604,1847
247,10,2012-09-04,93.0,78.0,86.0,70.0,75.0,0.0,21.0,0.0,29.96,29.98,5.4,18.0,7.7,2012,9,4, ,0605,1846
248,10,2012-09-05,94.0,78.0,86.0,71.0,76.0,0.0,21.0,0.0,29.91,29.94,5.6,16.0,6.5,2012,9,5, ,0606,1845
249,10,2012-09-06,92.0,76.0,84.0,72.0,75.0,0.0,19.0,0.1,29.95,29.96,3.6,19.0,6.3,2012,9,6,RA,0606,1844
250,10,2012-09-07,93.0,77.0,85.0,72.0,75.0,0.0,20.0,0.06,29.91,29.93,4.8,21.0,6.4,2012,9,7, ,0607,1842
251,10,2012-09-08,93.0,77.0,85.0,72.0,76.0,0.0,20.0,0.07,29.84,29.87,8.3,21.0,8.9,2012,9,8,TSRA RA,0607,1841
252,10,2012-09-09,91.0,78.0,85.0,72.0,75.0,0.0,20.0,0.08,29.83,29.86,5.4,28.0,8.8,2012,9,9,TSRA RA,0608,1840
253,10,2012-09-10,87.0,76.0,82.0,66.0,71.0,0.0,17.0,0.0,29.98,30.01,9.3,3.0,10.2,2012,9,10, ,0608,1839
254,10,2012-09-11,88.0,78.0,83.0,63.0,70.0,0.0,18.0,0.0,30.09,30.13,10.4,7.0,10.7,2012,9,11, ,0609,1837
255,10,2012-09-12,87.0,76.0,82.0,69.0,73.0,0.0,17.0,0.16,30.14,30.16,11.1,5.0,11.7,2012,9,12,RA,0609,1836
256,10,2012-09-13,84.0,72.0,78.0,72.0,74.0,0.0,13.0,0.62,30.11,30.13,7.9,3.0,8.8,2012,9,13,RA BR,0610,1835
257,10,2012-09-14,86.0,74.0,80.0,73.0,75.0,0.0,15.0,0.42,30.07,30.09,7.4,5.0,9.4,2012,9,14,TS RA,0610,1834
258,10,2012-09-15,85.0,76.0,81.0,73.0,75.0,0.0,16.0,0.09,30.06,30.08,6.4,5.0,6.9,2012,9,15,RA,0611,1832
259,10,2012-09-16,87.0,76.0,82.0,72.0,75.0,0.0,17.0,0.03,30.03,30.05,5.1,11.0,5.8,2012,9,16, ,0612,1831
260,10,2012-09-17,88.0,76.0,82.0,72.0,75.0,0.0,17.0,0.12,29.96,29.97,8.4,15.0,9.1,2012,9,17,RA,0612,1830
261,10,2012-09-18,81.0,74.0,78.0,74.0,75.0,0.0,13.0,0.47,29.85,29.87,9.6,20.0,10.3,2012,9,18,TSRA RA BR,0613,1829
262,10,2012-09-19,88.0,74.0,81.0,72.0,74.0,0.0,16.0,0.0,29.92,29.96,0.6,20.0,5.4,2012,9,19, ,0613,1827
263,10,2012-09-20,85.0,75.0,80.0,73.0,75.0,0.0,15.0,0.93,29.99,30.02,6.3,6.0,7.4,2012,9,20,RA BR,0614,1826
264,10,2012-09-21,84.0,74.0,79.0,73.0,75.0,0.0,14.0,0.06,29.98,30.0,4.8,4.0,6.7,2012,9,21,RA,0614,1825
265,10,2012-09-22,89.0,76.0,83.0,72.0,75.0,0.0,18.0,0.0,29.98,30.01,2.6,9.0,5.1,2012,9,22, ,0615,1824
266,10,2012-09-23,91.0,71.0,81.0,65.0,71.0,0.0,16.0,0.0,30.01,30.05,5.3,32.0,6.8,2012,9,23, ,0615,1822
267,10,2012-09-24,87.0,66.0,77.0,57.0,65.0,0.0,12.0,0.0,30.06,30.08,4.8,2.0,6.6,2012,9,24, ,0616,1821
268,10,2012-09-25,84.0,77.0,81.0,67.0,72.0,0.0,16.0,0.0,30.09,30.11,12.9,5.0,13.1,2012,9,25, ,0617,1820
269,10,2012-09-26,89.0,73.0,81.0,72.0,75.0,0.0,16.0,0.22,30.09,30.11,4.9,4.0,7.3,2012,9,26,RA,0617,1819
270,10,2012-09-27,89.0,76.0,83.0,73.0,75.0,0.0,18.0,0.14,30.07,30.1,5.5,5.0,6.3,2012,9,27, ,0618,1817
271,10,2012-09-28,89.0,74.0,82.0,72.0,75.0,0.0,17.0,0.0,30.01,30.04,5.4,4.0,6.8,2012,9,28, ,0618,1816
272,10,2012-09-29,90.0,73.0,82.0,70.0,74.0,0.0,17.0,0.0,29.92,29.94,1.4,5.0,4.6,2012,9,29, ,0619,1815
273,10,2012-09-30,89.0,77.0,83.0,74.0,76.0,0.0,18.0,0.21,29.82,29.83,4.5,18.0,6.4,2012,9,30,TS TSRA,0619,1814
274,10,2012-10-01,91.0,75.0,83.0,75.0,77.0,0.0,18.0,0.08,29.74,29.76,7.4,18.0,8.0,2012,10,1,TSRA BR,0620,1812
275,10,2012-10-02,90.0,78.0,84.0,73.0,76.0,0.0,19.0,0.24,29.82,29.87,10.9,20.0,11.3,2012,10,2,RA,0621,1811
276,10,2012-10-03,85.0,76.0,81.0,73.0,75.0,0.0,16.0,0.01,30.06,30.1,0.3,1.0,4.0,2012,10,3,BR,0621,1810
277,10,2012-10-04,91.0,74.0,83.0,74.0,76.0,0.0,18.0,0.52,30.14,30.17,0.5,1.0,4.8,2012,10,4,RA BR,0622,1809
278,10,2012-10-05,88.0,76.0,82.0,75.0,77.0,0.0,17.0,0.01,30.06,30.06,3.7,5.0,5.3,2012,10,5,RA BR,0622,1808
279,10,2012-10-06,87.0,76.0,82.0,74.0,76.0,0.0,17.0,0.06,29.93,29.95,2.9,5.0,5.4,2012,10,6,TS,0623,1806
280,10,2012-10-07,90.0,74.0,82.0,72.0,75.0,0.0,17.0,0.0,29.93,29.96,2.7,13.0,5.0,2012,10,7,TS,0624,1805
281,10,2012-10-08,86.0,71.0,79.0,73.0,75.0,0.0,14.0,1.09,29.96,29.99,1.8,1.0,6.0,2012,10,8,TS BR,0624,1804
282,10,2012-10-09,71.0,63.0,67.0,64.0,65.0,0.0,2.0,0.0,30.03,30.07,9.0,1.0,9.4,2012,10,9,BR HZ,0625,1803
283,10,2012-10-10,81.0,60.0,71.0,63.0,65.0,0.0,6.0,0.0,30.07,30.1,2.0,35.0,4.7,2012,10,10,FG+ FG BR,0625,1802
284,10,2012-10-11,82.0,67.0,75.0,63.0,67.0,0.0,10.0,0.0,30.14,30.18,6.9,1.0,7.9,2012,10,11, ,0626,1801
285,10,2012-10-12,83.0,67.0,75.0,63.0,68.0,0.0,10.0,0.0,30.15,30.18,4.7,2.0,6.7,2012,10,12, ,0627,1759
286,10,2012-10-13,84.0,73.0,79.0,67.0,71.0,0.0,14.0,0.0,30.17,30.19,9.7,5.0,9.9,2012,10,13, ,0627,1758
287,10,2012-10-14,86.0,71.0,79.0,70.0,73.0,0.0,14.0,0.01,30.08,30.09,5.9,8.0,7.2,2012,10,14,RA,0628,1757
288,10,2012-10-15,86.0,71.0,79.0,69.0,72.0,0.0,14.0,0.0,29.88,29.9,3.1,28.0,3.4,2012,10,15, ,0629,1756
289,10,2012-10-16,79.0,66.0,73.0,58.0,64.0,0.0,8.0,0.0,29.85,29.88,10.6,1.0,11.6,2012,10,16, ,0629,1755
290,10,2012-10-17,79.0,66.0,73.0,64.0,67.0,0.0,8.0,0.0,29.85,29.88,4.2,4.0,6.9,2012,10,17, ,0630,1754
291,10,2012-10-18,88.0,69.0,79.0,68.0,71.0,0.0,14.0,0.0,29.81,29.84,4.7,19.0,6.8,2012,10,18,FG BR,0631,1753
292,10,2012-10-19,81.0,68.0,75.0,64.0,68.0,0.0,10.0,0.0,29.81,29.84,0.8,31.0,5.3,2012,10,19, ,0631,1752
293,10,2012-10-20,82.0,60.0,71.0,50.0,59.0,0.0,6.0,0.0,29.86,29.91,6.8,29.0,7.1,2012,10,20, ,0632,1751
294,10,2012-10-21,79.0,60.0,70.0,55.0,61.0,0.0,5.0,0.0,30.01,30.05,6.6,1.0,8.1,2012,10,21, ,0633,1750
295,10,2012-10-22,79.0,66.0,73.0,63.0,66.0,0.0,8.0,0.0,30.08,30.11,9.8,2.0,10.7,2012,10,22, ,0633,1749
296,10,2012-10-23,82.0,65.0,74.0,65.0,68.0,0.0,9.0,0.0,30.06,30.08,7.9,3.0,9.4,2012,10,23, ,0634,1748
297,10,2012-10-24,84.0,67.0,76.0,68.0,70.0,0.0,11.0,0.0,30.02,30.04,7.8,4.0,9.7,2012,10,24, ,0635,1747
298,10,2012-10-25,84.0,71.0,78.0,71.0,73.0,0.0,13.0,0.0,29.93,29.94,9.9,5.0,11.4,2012,10,25, ,0636,1746
299,10,2012-10-26,78.0,72.0,75.0,68.0,71.0,0.0,10.0,0.01,29.77,29.78,20.4,1.0,20.9,2012,10,26, ,0636,1745
300,10,2012-10-27,74.0,67.0,71.0,63.0,66.0,0.0,6.0,0.0,29.6,29.62,17.4,33.0,17.9,2012,10,27, ,0637,1744
301,10,2012-10-28,77.0,58.0,68.0,56.0,60.0,0.0,3.0,0.0,29.65,29.69,11.6,29.0,12.0,2012,10,28, ,0638,1743
302,10,2012-10-29,67.0,49.0,58.0,38.0,48.0,7.0,0.0,0.0,29.73,29.76,12.1,29.0,12.7,2012,10,29, ,0639,1742
303,10,2012-10-30,66.0,44.0,55.0,29.0,43.0,10.0,0.0,0.0,29.77,29.81,13.1,26.0,13.3,2012,10,30, ,0639,1741
304,10,2012-10-31,72.0,47.0,60.0,38.0,49.0,5.0,0.0,0.0,29.91,29.94,10.3,26.0,10.7,2012,10,31, ,0640,1741
305,10,2012-11-01,75.0,54.0,65.0,46.0,54.0,0.0,0.0,0.0,29.93,29.96,7.5,27.0,8.2,2012,11,1, ,0641,1740
306,10,2012-11-02,78.0,49.0,64.0,44.0,53.0,1.0,0.0,0.0,29.99,30.02,4.5,24.0,5.8,2012,11,2, ,0642,1739
307,10,2012-11-03,83.0,58.0,71.0,57.0,62.0,0.0,6.0,0.0,30.04,30.07,1.9,18.0,4.0,2012,11,3,FG BR,0642,1738
308,10,2012-11-04,84.0,60.0,72.0,60.0,64.0,0.0,7.0,0.0,30.01,30.03,5.9,22.0,6.9,2012,11,4,FG BR,0643,1737
309,10,2012-11-05,75.0,61.0,68.0,56.0,60.0,0.0,3.0,0.0,29.95,29.97,5.0,36.0,7.6,2012,11,5,BR,0644,1737
310,10,2012-11-06,73.0,56.0,65.0,55.0,58.0,0.0,0.0,0.18,29.88,29.88,4.0,1.0,6.2,2012,11,6,RA BR,0645,1736
311,10,2012-11-07,64.0,47.0,56.0,43.0,50.0,9.0,0.0,0.0,29.88,29.93,7.8,32.0,8.3,2012,11,7,RA,0646,1735
312,10,2012-11-08,65.0,48.0,57.0,43.0,49.0,8.0,0.0,0.0,30.1,30.11,6.4,33.0,7.5,2012,11,8, ,0646,1735
313,10,2012-11-09,70.0,45.0,58.0,38.0,48.0,7.0,0.0,0.0,30.2,30.24,0.9,8.0,2.3,2012,11,9, ,0647,1734
314,10,2012-11-10,72.0,47.0,60.0,49.0,54.0,5.0,0.0,0.0,30.27,30.3,3.3,1.0,5.2,2012,11,10, ,0648,1733
315,10,2012-11-11,78.0,60.0,69.0,57.0,62.0,0.0,4.0,0.0,30.28,30.3,5.6,7.0,8.0,2012,11,11, ,0649,1733
316,10,2012-11-12,78.0,66.0,72.0,64.0,66.0,0.0,7.0,0.03,30.21,30.23,3.3,10.0,4.1,2012,11,12, ,0650,1732
317,10,2012-11-13,78.0,63.0,71.0,63.0,65.0,0.0,6.0,0.03,30.14,30.16,3.5,1.0,4.0,2012,11,13,RA BR,0650,1732
318,10,2012-11-14,66.0,58.0,62.0,59.0,60.0,3.0,0.0,0.32,30.17,30.2,15.1,2.0,15.3,2012,11,14,RA BR,0651,1731
319,10,2012-11-15,60.0,52.0,56.0,51.0,53.0,9.0,0.0,0.0,30.13,30.16,10.4,35.0,10.4,2012,11,15,BR,0652,1731
320,10,2012-11-16,56.0,51.0,54.0,49.0,51.0,11.0,0.0,0.0,30.17,30.2,12.1,35.0,12.4,2012,11,16,BR,0653,1730
321,10,2012-11-17,61.0,54.0,58.0,51.0,54.0,7.0,0.0,0.0,30.19,30.21,15.6,1.0,16.1,2012,11,17, ,0654,1730
322,10,2012-11-18,68.0,54.0,61.0,49.0,53.0,4.0,0.0,0.0,30.19,30.21,11.4,36.0,11.8,2012,11,18, ,0655,1729
323,10,2012-11-19,60.0,55.0,58.0,51.0,54.0,7.0,0.0,0.0,30.12,30.15,11.7,36.0,12.1,2012,11,19,BR,0655,1729
324,10,2012-11-20,70.0,56.0,63.0,52.0,56.0,2.0,0.0,0.0,30.04,30.07,6.7,36.0,7.1,2012,11,20, ,0656,1728
325,10,2012-11-21,69.0,55.0,62.0,47.0,53.0,3.0,0.0,0.0,30.03,30.07,6.7,36.0,7.8,2012,11,21, ,0657,1728
326,10,2012-11-22,65.0,48.0,57.0,37.0,47.0,8.0,0.0,0.0,30.12,30.15,6.8,36.0,7.9,2012,11,22, ,0658,1728
327,10,2012-11-23,72.0,43.0,58.0,38.0,48.0,7.0,0.0,0.0,30.11,30.13,2.6,28.0,3.7,2012,11,23, ,0659,1727
328,10,2012-11-24,66.0,52.0,59.0,36.0,48.0,6.0,0.0,0.0,30.02,30.06,7.8,31.0,8.9,2012,11,24, ,0660,1727
329,10,2012-11-25,64.0,40.0,52.0,25.0,41.0,13.0,0.0,0.0,30.1,30.14,3.4,34.0,5.2,2012,11,25, ,0700,1727
330,10,2012-11-26,70.0,39.0,55.0,35.0,46.0,10.0,0.0,0.0,30.17,30.2,0.7,3.0,3.4,2012,11,26, ,0701,1727
331,10,2012-11-27,77.0,52.0,65.0,54.0,58.0,0.0,0.0,0.0,30.12,30.14,1.4,22.0,5.4,2012,11,27,RA,0702,1727
332,10,2012-11-28,61.0,54.0,58.0,51.0,53.0,7.0,0.0,0.0,30.22,30.26,10.8,36.0,11.0,2012,11,28,BR,0703,1726
333,10,2012-11-29,67.0,51.0,59.0,51.0,54.0,6.0,0.0,0.0,30.29,30.31,10.2,1.0,10.8,2012,11,29,BR,0704,1726
334,10,2012-11-30,73.0,56.0,65.0,55.0,58.0,0.0,0.0,0.0,30.25,30.27,5.8,1.0,7.0,2012,11,30, ,0704,1726
335,10,2012-12-01,66.0,61.0,64.0,59.0,61.0,1.0,0.0,0.01,30.24,30.27,5.1,2.0,5.9,2012,12,1,RA BR,0705,1726
336,10,2012-12-02,75.0,57.0,66.0,58.0,61.0,0.0,1.0,0.0,30.25,30.28,3.9,2.0,5.3,2012,12,2,FG+ FG BR,0706,1726
337,10,2012-12-03,69.0,61.0,65.0,61.0,62.0,0.0,0.0,0.01,30.24,30.27,1.2,2.0,2.3,2012,12,3,BCFG BR,0707,1726
338,10,2012-12-04,76.0,57.0,67.0,55.0,59.0,0.0,2.0,0.0,30.24,30.26,3.0,9.0,3.9,2012,12,4,BCFG,0708,1726
339,10,2012-12-05,72.0,56.0,64.0,56.0,59.0,1.0,0.0,0.0,30.14,30.15,4.0,3.0,4.9,2012,12,5,RA BCFG BR,0708,1726
340,10,2012-12-06,71.0,62.0,67.0,60.0,62.0,0.0,2.0,0.0,30.03,30.05,8.3,3.0,8.8,2012,12,6,BR,0709,1726
341,10,2012-12-07,64.0,60.0,62.0,58.0,60.0,3.0,0.0,0.0,29.98,30.01,6.5,1.0,7.2,2012,12,7,BR,0710,1726
342,10,2012-12-08,69.0,58.0,64.0,58.0,60.0,1.0,0.0,0.0,30.01,30.04,2.1,11.0,2.8,2012,12,8,FG+ FG BR,0711,1727
343,10,2012-12-09,74.0,60.0,67.0,62.0,63.0,0.0,2.0,0.0,30.03,30.05,3.3,1.0,4.2,2012,12,9,FG+ FG BR HZ,0711,1727
344,10,2012-12-10,79.0,61.0,70.0,63.0,65.0,0.0,5.0,0.0,29.9,29.91,5.0,20.0,5.7,2012,12,10,TSRA RA FG+ FG BR,0712,1727
345,10,2012-12-11,78.0,65.0,72.0,64.0,67.0,0.0,7.0,0.0,29.9,29.95,2.3,19.0,5.8,2012,12,11,BR,0713,1727
346,10,2012-12-12,66.0,57.0,62.0,57.0,58.0,3.0,0.0,0.92,30.03,30.08,8.3,36.0,9.5,2012,12,12,RA BR,0713,1727
