,date,units
28367,2012-09-03,51
28368,2012-09-03,46
28369,2012-09-03,2
28370,2012-09-03,25
28371,2012-09-03,56
28372,2012-09-04,21
28373,2012-09-04,2
28374,2012-09-04,11
28375,2012-09-04,4
28376,2012-09-04,104
28377,2012-09-04,2
28378,2012-09-04,13
28379,2012-09-04,53
28380,2012-09-04,3
28381,2012-09-04,27
28382,2012-09-04,4
28383,2012-09-04,23
28384,2012-09-04,1
28385,2012-09-04,31
28386,2012-09-05,18
28387,2012-09-05,1
28388,2012-09-05,6
28389,2012-09-05,2
28390,2012-09-05,93
28391,2012-09-05,1
28392,2012-09-05,11
28393,2012-09-05,41
28394,2012-09-05,38
28395,2012-09-05,26
28396,2012-09-05,58
28397,2012-09-05,1
28398,2012-09-06,17
28399,2012-09-06,2
28400,2012-09-06,7
28401,2012-09-06,76
28402,2012-09-06,1
28403,2012-09-06,15
28404,2012-09-06,48
28405,2012-09-06,38
28406,2012-09-06,3
28407,2012-09-06,25
28408,2012-09-06,1
28409,2012-09-06,71
28410,2012-09-06,1
28411,2012-09-07,23
28412,2012-09-07,1
28413,2012-09-07,12
28414,2012-09-07,133
28415,2012-09-07,1
28416,2012-09-07,18
28417,2012-09-07,5
28418,2012-09-07,53
28419,2012-09-07,39
28420,2012-09-07,1
28421,2012-09-07,42
28422,2012-09-07,54
28423,2012-09-08,17
28424,2012-09-08,3
28425,2012-09-08,16
28426,2012-09-08,1
28427,2012-09-08,166
28428,2012-09-08,11
28429,2012-09-08,2
28430,2012-09-08,55
28431,2012-09-08,1
28432,2012-09-08,54
28433,2012-09-08,8
28434,2012-09-08,20
28435,2012-09-08,58
28436,2012-09-08,2
28437,2012-09-09,20
28438,2012-09-09,2
28439,2012-09-09,23
28440,2012-09-09,1
28441,2012-09-09,103
28442,2012-09-09,2
28443,2012-09-09,23
28444,2012-09-09,1
28445,2012-09-09,3
28446,2012-09-09,57
28447,2012-09-09,42
28448,2012-09-09,54
28449,2012-09-09,87
28450,2012-09-09,2
28451,2012-09-09,7
28452,2012-09-10,32
28453,2012-09-10,1
28454,2012-09-10,9
28455,2012-09-10,51
28456,2012-09-10,1
28457,2012-09-10,16
28458,2012-09-10,31
28459,2012-09-10,35
28460,2012-09-10,2
28461,2012-09-10,30
28462,2012-09-10,45
28463,2012-09-10,3
28464,2012-09-11,21
28465,2012-09-11,1
28466,2012-09-11,2
28467,2012-09-11,5
28468,2012-09-11,93
28469,2012-09-11,1
28470,2012-09-11,23
28471,2012-09-11,40
28472,2012-09-11,30
28473,2012-09-11,1
28474,2012-09-11,63
28475,2012-09-11,37
28476,2012-09-11,2
28477,2012-09-12,23
28478,2012-09-12,2
28479,2012-09-12,46
28480,2012-09-12,5
28481,2012-09-12,35
28482,2012-09-12,40
28483,2012-09-12,5
28484,2012-09-12,23
28485,2012-09-12,31
28486,2012-09-12,1
28487,2012-09-13,36
28488,2012-09-13,1
28489,2012-09-13,9
28490,2012-09-13,7
28491,2012-09-13,65
28492,2012-09-13,2
28493,2012-09-13,11
28494,2012-09-13,1
28495,2012-09-13,1
28496,2012-09-13,35
28497,2012-09-13,29
28498,2012-09-13,3
28499,2012-09-13,4
28500,2012-09-13,69
28501,2012-09-13,44
28502,2012-09-13,3
28503,2012-09-13,1
28504,2012-09-14,39
28505,2012-09-14,1
28506,2012-09-14,2
28507,2012-09-14,14
28508,2012-09-14,2
28509,2012-09-14,78
28510,2012-09-14,1
28511,2012-09-14,10
28512,2012-09-14,1
28513,2012-09-14,9
28514,2012-09-14,44
28515,2012-09-14,32
28516,2012-09-14,14
28517,2012-09-14,17
28518,2012-09-14,52
28519,2012-09-14,4
28520,2012-09-15,61
28521,2012-09-15,2
28522,2012-09-15,1
28523,2012-09-15,12
28524,2012-09-15,14
28525,2012-09-15,97
28526,2012-09-15,2
28527,2012-09-15,27
28528,2012-09-15,8
28529,2012-09-15,54
28530,2012-09-15,41
28531,2012-09-15,14
28532,2012-09-15,43
28533,2012-09-15,65
28534,2012-09-15,21
28535,2012-09-15,1
28536,2012-09-16,38
28537,2012-09-16,1
28538,2012-09-16,20
28539,2012-09-16,13
28540,2012-09-16,56
28541,2012-09-16,1
28542,2012-09-16,33
28543,2012-09-16,3
28544,2012-09-16,29
28545,2012-09-16,52
28546,2012-09-16,42
28547,2012-09-16,12
28548,2012-09-16,37
28549,2012-09-16,87
28550,2012-09-16,10
28551,2012-09-17,34
28552,2012-09-17,9
28553,2012-09-17,5
28554,2012-09-17,36
28555,2012-09-17,11
28556,2012-09-17,7
28557,2012-09-17,38
28558,2012-09-17,35
28559,2012-09-17,2
28560,2012-09-17,58
28561,2012-09-17,48
28562,2012-09-17,2
28563,2012-09-17,2
28564,2012-09-18,35
28565,2012-09-18,1
28566,2012-09-18,10
28567,2012-09-18,5
28568,2012-09-18,54
28569,2012-09-18,10
28570,2012-09-18,4
28571,2012-09-18,7
28572,2012-09-18,25
28573,2012-09-18,31
28574,2012-09-18,4
28575,2012-09-18,35
28576,2012-09-18,33
28577,2012-09-18,1
28578,2012-09-18,1
28579,2012-09-19,28
28580,2012-09-19,9
28581,2012-09-19,5
28582,2012-09-19,116
28583,2012-09-19,2
28584,2012-09-19,13
28585,2012-09-19,14
28586,2012-09-19,21
28587,2012-09-19,21
28588,2012-09-19,4
28589,2012-09-19,22
28590,2012-09-19,27
28591,2012-09-19,2
28592,2012-09-19,2
28593,2012-09-20,19
28594,2012-09-20,1
28595,2012-09-20,2
28596,2012-09-20,5
28597,2012-09-20,4
28598,2012-09-20,24
28599,2012-09-20,14
28600,2012-09-20,4
28601,2012-09-20,39
28602,2012-09-20,37
28603,2012-09-20,16
28604,2012-09-20,17
28605,2012-09-20,48
28606,2012-09-20,8
28607,2012-09-21,24
28608,2012-09-21,11
28609,2012-09-21,23
28610,2012-09-21,67
28611,2012-09-21,2
28612,2012-09-21,11
28613,2012-09-21,5
28614,2012-09-21,39
28615,2012-09-21,34
28616,2012-09-21,1
28617,2012-09-21,53
28618,2012-09-21,51
28619,2012-09-21,39
28620,2012-09-21,11
28621,2012-09-22,26
28622,2012-09-22,1
28623,2012-09-22,1
28624,2012-09-22,7
28625,2012-09-22,2
28626,2012-09-22,80
28627,2012-09-22,2
28628,2012-09-22,12
28629,2012-09-22,6
28630,2012-09-22,72
28631,2012-09-22,44
28632,2012-09-22,13
28633,2012-09-22,78
28634,2012-09-22,3
28635,2012-09-22,1
28636,2012-09-23,39
28637,2012-09-23,1
28638,2012-09-23,14
28639,2012-09-23,5
28640,2012-09-23,41
28641,2012-09-23,1
28642,2012-09-23,20
28643,2012-09-23,21
28644,2012-09-23,43
28645,2012-09-23,40
28646,2012-09-23,25
28647,2012-09-23,69
28648,2012-09-23,2
28649,2012-09-24,31
28650,2012-09-24,1
28651,2012-09-24,2
28652,2012-09-24,16
28653,2012-09-24,2
28654,2012-09-24,28
28655,2012-09-24,16
28656,2012-09-24,15
28657,2012-09-24,41
28658,2012-09-24,34
28659,2012-09-24,1
28660,2012-09-24,30
28661,2012-09-24,70
28662,2012-09-25,15
28663,2012-09-25,1
28664,2012-09-25,10
28665,2012-09-25,16
28666,2012-09-25,14
28667,2012-09-25,1
28668,2012-09-25,12
28669,2012-09-25,9
28670,2012-09-25,29
28671,2012-09-25,22
28672,2012-09-25,1
28673,2012-09-25,3
28674,2012-09-25,22
28675,2012-09-25,47
28676,2012-09-25,1
28677,2012-09-26,17
28678,2012-09-26,1
28679,2012-09-26,7
28680,2012-09-26,5
28681,2012-09-26,25
28682,2012-09-26,15
28683,2012-09-26,5
28684,2012-09-26,39
28685,2012-09-26,27
28686,2012-09-26,4
28687,2012-09-26,38
28688,2012-09-26,30
28689,2012-09-26,4
28690,2012-09-27,16
28691,2012-09-27,1
28692,2012-09-27,5
28693,2012-09-27,5
28694,2012-09-27,42
28695,2012-09-27,12
28696,2012-09-27,1
28697,2012-09-27,6
28698,2012-09-27,22
28699,2012-09-27,27
28700,2012-09-27,2
28701,2012-09-27,38
28702,2012-09-27,39
28703,2012-09-28,24
28704,2012-09-28,2
28705,2012-09-28,1
28706,2012-09-28,8
28707,2012-09-28,4
28708,2012-09-28,55
28709,2012-09-28,2
28710,2012-09-28,9
28711,2012-09-28,8
28712,2012-09-28,31
28713,2012-09-28,40
28714,2012-09-28,14
28715,2012-09-28,30
28716,2012-09-29,51
28717,2012-09-29,1
28718,2012-09-29,17
28719,2012-09-29,23
28720,2012-09-29,81
28721,2012-09-29,1
28722,2012-09-29,17
28723,2012-09-29,11
28724,2012-09-29,49
28725,2012-09-29,35
28726,2012-09-29,11
28727,2012-09-29,26
28728,2012-09-29,63
28729,2012-09-29,1
28730,2012-09-30,30
28731,2012-09-30,3
28732,2012-09-30,22
28733,2012-09-30,31
28734,2012-09-30,49
28735,2012-09-30,1
28736,2012-09-30,24
28737,2012-09-30,6
28738,2012-09-30,34
28739,2012-09-30,43
28740,2012-09-30,37
28741,2012-09-30,3
28742,2012-09-30,36
28743,2012-09-30,31
28744,2012-09-30,79
28745,2012-09-30,1
28746,2012-10-01,35
28747,2012-10-01,2
28748,2012-10-01,12
28749,2012-10-01,87
28750,2012-10-01,1
28751,2012-10-01,18
28752,2012-10-01,8
28753,2012-10-01,51
28754,2012-10-01,44
28755,2012-10-01,1
28756,2012-10-01,26
28757,2012-10-01,38
28758,2012-10-01,2
28759,2012-10-02,20
28760,2012-10-02,11
28761,2012-10-02,168
28762,2012-10-02,3
28763,2012-10-02,12
28764,2012-10-02,6
28765,2012-10-02,34
28766,2012-10-02,20
28767,2012-10-02,2
28768,2012-10-02,46
28769,2012-10-02,54
28770,2012-10-02,1
28771,2012-10-03,26
28772,2012-10-03,2
28773,2012-10-03,8
28774,2012-10-03,110
28775,2012-10-03,1
28776,2012-10-03,17
28777,2012-10-03,9
28778,2012-10-03,46
28779,2012-10-03,29
28780,2012-10-03,10
28781,2012-10-03,18
28782,2012-10-03,44
28783,2012-10-03,1
28784,2012-10-04,26
28785,2012-10-04,3
28786,2012-10-04,9
28787,2012-10-04,109
28788,2012-10-04,1
28789,2012-10-04,13
28790,2012-10-04,16
28791,2012-10-04,30
28792,2012-10-04,18
28793,2012-10-04,13
28794,2012-10-04,48
28795,2012-10-04,36
28796,2012-10-05,25
28797,2012-10-05,1
28798,2012-10-05,3
28799,2012-10-05,6
28800,2012-10-05,110
28801,2012-10-05,1
28802,2012-10-05,19
28803,2012-10-05,32
28804,2012-10-05,63
28805,2012-10-05,35
28806,2012-10-05,5
28807,2012-10-05,40
28808,2012-10-05,57
28809,2012-10-05,2
28810,2012-10-06,37
28811,2012-10-06,4
28812,2012-10-06,2
28813,2012-10-06,11
28814,2012-10-06,57
28815,2012-10-06,13
28816,2012-10-06,1
28817,2012-10-06,39
28818,2012-10-06,60
28819,2012-10-06,42
28820,2012-10-06,14
28821,2012-10-06,55
28822,2012-10-06,72
28823,2012-10-06,1
28824,2012-10-07,43
28825,2012-10-07,20
28826,2012-10-07,108
28827,2012-10-07,2
28828,2012-10-07,20
28829,2012-10-07,14
28830,2012-10-07,65
28831,2012-10-07,67
28832,2012-10-07,9
28833,2012-10-07,47
28834,2012-10-07,63
28835,2012-10-07,1
28836,2012-10-08,24
28837,2012-10-08,1
28838,2012-10-08,2
28839,2012-10-08,17
28840,2012-10-08,144
28841,2012-10-08,19
28842,2012-10-08,57
28843,2012-10-08,31
28844,2012-10-08,5
28845,2012-10-08,20
28846,2012-10-08,50
28847,2012-10-08,2
28848,2012-10-09,27
28849,2012-10-09,2
28850,2012-10-09,12
28851,2012-10-09,140
28852,2012-10-09,3
28853,2012-10-09,22
28854,2012-10-09,1
28855,2012-10-09,53
28856,2012-10-09,38
28857,2012-10-09,1
28858,2012-10-09,2
28859,2012-10-09,29
28860,2012-10-09,65
28861,2012-10-09,2
28862,2012-10-10,33
28863,2012-10-10,1
28864,2012-10-10,8
28865,2012-10-10,76
28866,2012-10-10,1
28867,2012-10-10,16
28868,2012-10-10,1
28869,2012-10-10,28
28870,2012-10-10,31
28871,2012-10-10,1
28872,2012-10-10,25
28873,2012-10-10,23
28874,2012-10-11,20
28875,2012-10-11,1
28876,2012-10-11,13
28877,2012-10-11,36
28878,2012-10-11,14
28879,2012-10-11,37
28880,2012-10-11,28
28881,2012-10-11,19
28882,2012-10-11,49
28883,2012-10-12,41
28884,2012-10-12,3
28885,2012-10-12,12
28886,2012-10-12,105
28887,2012-10-12,3
28888,2012-10-12,13
28889,2012-10-12,1
28890,2012-10-12,8
28891,2012-10-12,40
28892,2012-10-12,35
28893,2012-10-12,2
28894,2012-10-12,50
28895,2012-10-12,45
28896,2012-10-12,1
28897,2012-10-13,36
28898,2012-10-13,1
28899,2012-10-13,9
28900,2012-10-13,72
28901,2012-10-13,23
28902,2012-10-13,55
28903,2012-10-13,33
28904,2012-10-13,78
28905,2012-10-13,67
28906,2012-10-13,1
28907,2012-10-14,48
28908,2012-10-14,1
28909,2012-10-14,2
28910,2012-10-14,11
28911,2012-10-14,98
28912,2012-10-14,29
28913,2012-10-14,6
28914,2012-10-14,61
28915,2012-10-14,39
28916,2012-10-14,2
28917,2012-10-14,73
28918,2012-10-14,61
28919,2012-10-14,4
28920,2012-10-15,31
28921,2012-10-15,2
28922,2012-10-15,15
28923,2012-10-15,42
28924,2012-10-15,18
28925,2012-10-15,2
28926,2012-10-15,46
28927,2012-10-15,26
28928,2012-10-15,5
28929,2012-10-15,26
28930,2012-10-15,45
28931,2012-10-15,1
28932,2012-10-15,2
28933,2012-10-16,22
28934,2012-10-16,6
28935,2012-10-16,74
28936,2012-10-16,15
28937,2012-10-16,33
28938,2012-10-16,28
28939,2012-10-16,21
28940,2012-10-16,38
28941,2012-10-16,4
28942,2012-10-16,1
28943,2012-10-17,25
28944,2012-10-17,2
28945,2012-10-17,9
28946,2012-10-17,65
28947,2012-10-17,2
28948,2012-10-17,7
28949,2012-10-17,2
28950,2012-10-17,27
28951,2012-10-17,20
28952,2012-10-17,57
28953,2012-10-17,51
28954,2012-10-17,3
28955,2012-10-18,28
28956,2012-10-18,1
28957,2012-10-18,2
28958,2012-10-18,12
28959,2012-10-18,55
28960,2012-10-18,1
28961,2012-10-18,11
28962,2012-10-18,37
28963,2012-10-18,27
28964,2012-10-18,20
28965,2012-10-18,40
28966,2012-10-19,26
28967,2012-10-19,2
28968,2012-10-19,2
28969,2012-10-19,2
28970,2012-10-19,38
28971,2012-10-19,2
28972,2012-10-19,15
28973,2012-10-19,4
28974,2012-10-19,35
28975,2012-10-19,36
28976,2012-10-19,2
28977,2012-10-19,33
28978,2012-10-19,45
28979,2012-10-19,1
28980,2012-10-20,14
28981,2012-10-20,2
28982,2012-10-20,17
28983,2012-10-20,35
28984,2012-10-20,2
28985,2012-10-20,19
28986,2012-10-20,7
28987,2012-10-20,39
28988,2012-10-20,48
28989,2012-10-20,6
28990,2012-10-20,46
28991,2012-10-20,72
28992,2012-10-20,6
28993,2012-10-21,48
28994,2012-10-21,2
28995,2012-10-21,1
28996,2012-10-21,23
28997,2012-10-21,41
28998,2012-10-21,18
28999,2012-10-21,8
29000,2012-10-21,24
29001,2012-10-21,52
29002,2012-10-21,56
29003,2012-10-21,63
29004,2012-10-21,3
29005,2012-10-22,11
29006,2012-10-22,1
29007,2012-10-22,1
29008,2012-10-22,11
29009,2012-10-22,20
29010,2012-10-22,12
29011,2012-10-22,3
29012,2012-10-22,34
29013,2012-10-22,26
29014,2012-10-22,30
29015,2012-10-22,47
29016,2012-10-22,2
29017,2012-10-23,19
29018,2012-10-23,9
29019,2012-10-23,48
29020,2012-10-23,2
29021,2012-10-23,10
29022,2012-10-23,6
29023,2012-10-23,19
29024,2012-10-23,15
29025,2012-10-23,27
29026,2012-10-23,38
29027,2012-10-23,1
29028,2012-10-24,10
29029,2012-10-24,3
29030,2012-10-24,4
29031,2012-10-24,19
29032,2012-10-24,1
29033,2012-10-24,13
29034,2012-10-24,7
29035,2012-10-24,26
29036,2012-10-24,22
29037,2012-10-24,88
29038,2012-10-24,28
29039,2012-10-24,20
29040,2012-10-24,1
29041,2012-10-25,18
29042,2012-10-25,1
29043,2012-10-25,13
29044,2012-10-25,3
29045,2012-10-25,30
29046,2012-10-25,1
29047,2012-10-25,18
29048,2012-10-25,25
29049,2012-10-25,27
29050,2012-10-25,42
29051,2012-10-25,2
29052,2012-10-25,10
29053,2012-10-25,45
29054,2012-10-25,8
29055,2012-10-26,26
29056,2012-10-26,1
29057,2012-10-26,16
29058,2012-10-26,37
29059,2012-10-26,26
29060,2012-10-26,30
29061,2012-10-26,4
29062,2012-10-26,50
29063,2012-10-26,10
29064,2012-10-26,30
29065,2012-10-26,4
29066,2012-10-26,35
29067,2012-10-26,65
29068,2012-10-26,57
29069,2012-10-26,20
29070,2012-10-26,1
29071,2012-10-27,26
29072,2012-10-27,1
29073,2012-10-27,1
29074,2012-10-27,15
29075,2012-10-27,23
29076,2012-10-27,57
29077,2012-10-27,1
29078,2012-10-27,9
29079,2012-10-27,4
29080,2012-10-27,9
29081,2012-10-27,22
29082,2012-10-27,52
29083,2012-10-27,2
29084,2012-10-27,35
29085,2012-10-27,60
29086,2012-10-27,2
29087,2012-10-28,27
29088,2012-10-28,3
29089,2012-10-28,16
29090,2012-10-28,37
29091,2012-10-28,1
29092,2012-10-28,23
29093,2012-10-28,4
29094,2012-10-28,10
29095,2012-10-28,39
29096,2012-10-28,1
29097,2012-10-28,40
29098,2012-10-28,28
29099,2012-10-28,2
29100,2012-10-29,16
29101,2012-10-29,13
29102,2012-10-29,30
29103,2012-10-29,21
29104,2012-10-29,4
29105,2012-10-29,24
29106,2012-10-29,32
29107,2012-10-29,16
29108,2012-10-29,60
29109,2012-10-29,3
29110,2012-10-30,15
29111,2012-10-30,2
29112,2012-10-30,1
29113,2012-10-30,6
29114,2012-10-30,54
29115,2012-10-30,2
29116,2012-10-30,24
29117,2012-10-30,3
29118,2012-10-30,22
29119,2012-10-30,18
29120,2012-10-30,33
29121,2012-10-30,40
29122,2012-10-30,1
29123,2012-10-31,15
29124,2012-10-31,1
29125,2012-10-31,10
29126,2012-10-31,2
29127,2012-10-31,42
29128,2012-10-31,7
29129,2012-10-31,4
29130,2012-10-31,22
29131,2012-10-31,8
29132,2012-10-31,7
29133,2012-10-31,25
29134,2012-11-01,25
29135,2012-11-01,2
29136,2012-11-01,13
29137,2012-11-01,2
29138,2012-11-01,108
29139,2012-11-01,1
29140,2012-11-01,14
29141,2012-11-01,5
29142,2012-11-01,11
29143,2012-11-01,35
29144,2012-11-01,2
29145,2012-11-01,16
29146,2012-11-01,70
29147,2012-11-02,33
29148,2012-11-02,1
29149,2012-11-02,16
29150,2012-11-02,4
29151,2012-11-02,143
29152,2012-11-02,1
29153,2012-11-02,12
29154,2012-11-02,1
29155,2012-11-02,37
29156,2012-11-02,39
29157,2012-11-02,37
29158,2012-11-02,1
29159,2012-11-03,24
29160,2012-11-03,1
29161,2012-11-03,1
29162,2012-11-03,14
29163,2012-11-03,237
29164,2012-11-03,2
29165,2012-11-03,30
29166,2012-11-03,2
29167,2012-11-03,33
29168,2012-11-03,59
29169,2012-11-03,51
29170,2012-11-03,61
29171,2012-11-04,30
29172,2012-11-04,2
29173,2012-11-04,1
29174,2012-11-04,19
29175,2012-11-04,3
29176,2012-11-04,55
29177,2012-11-04,26
29178,2012-11-04,2
29179,2012-11-04,53
29180,2012-11-04,59
29181,2012-11-04,59
29182,2012-11-04,63
29183,2012-11-04,4
29184,2012-11-05,26
29185,2012-11-05,3
29186,2012-11-05,11
29187,2012-11-05,71
29188,2012-11-05,20
29189,2012-11-05,49
29190,2012-11-05,45
29191,2012-11-05,3
29192,2012-11-05,85
29193,2012-11-05,78
29194,2012-11-06,24
29195,2012-11-06,1
29196,2012-11-06,8
29197,2012-11-06,2
29198,2012-11-06,67
29199,2012-11-06,2
29200,2012-11-06,11
29201,2012-11-06,5
29202,2012-11-06,18
29203,2012-11-06,33
29204,2012-11-06,72
29205,2012-11-06,39
29206,2012-11-06,1
29207,2012-11-07,26
29208,2012-11-07,1
29209,2012-11-07,5
29210,2012-11-07,4
29211,2012-11-07,102
29212,2012-11-07,3
29213,2012-11-07,2
29214,2012-11-07,7
29215,2012-11-07,45
29216,2012-11-07,1
29217,2012-11-07,41
29218,2012-11-07,32
29219,2012-11-07,2
29220,2012-11-07,1
29221,2012-11-08,26
29222,2012-11-08,4
29223,2012-11-08,10
29224,2012-11-08,132
29225,2012-11-08,1
29226,2012-11-08,14
29227,2012-11-08,8
29228,2012-11-08,5
29229,2012-11-08,28
29230,2012-11-08,10
29231,2012-11-08,53
29232,2012-11-08,1
29233,2012-11-08,3
29234,2012-11-09,23
29235,2012-11-09,1
29236,2012-11-09,1
29237,2012-11-09,10
29238,2012-11-09,52
29239,2012-11-09,1
29240,2012-11-09,23
29241,2012-11-09,46
29242,2012-11-09,47
29243,2012-11-09,3
29244,2012-11-09,38
29245,2012-11-09,36
29246,2012-11-10,30
29247,2012-11-10,1
29248,2012-11-10,1
29249,2012-11-10,11
29250,2012-11-10,3
29251,2012-11-10,134
29252,2012-11-10,16
29253,2012-11-10,2
29254,2012-11-10,14
29255,2012-11-10,34
29256,2012-11-10,44
29257,2012-11-10,58
29258,2012-11-10,2
29259,2012-11-11,32
29260,2012-11-11,1
29261,2012-11-11,18
29262,2012-11-11,227
29263,2012-11-11,1
29264,2012-11-11,24
29265,2012-11-11,1
29266,2012-11-11,47
29267,2012-11-11,56
29268,2012-11-11,34
29269,2012-11-11,51
29270,2012-11-11,2
29271,2012-11-12,14
29272,2012-11-12,2
29273,2012-11-12,2
29274,2012-11-12,14
29275,2012-11-12,1
29276,2012-11-12,82
29277,2012-11-12,2
29278,2012-11-12,20
29279,2012-11-12,8
29280,2012-11-12,41
29281,2012-11-12,30
29282,2012-11-12,46
29283,2012-11-12,70
29284,2012-11-12,1
29285,2012-11-13,18
29286,2012-11-13,1
29287,2012-11-13,16
29288,2012-11-13,19
29289,2012-11-13,1
29290,2012-11-13,16
29291,2012-11-13,48
29292,2012-11-13,25
29293,2012-11-13,40
29294,2012-11-13,57
29295,2012-11-13,2
29296,2012-11-13,1
29297,2012-11-14,26
29298,2012-11-14,7
29299,2012-11-14,55
29300,2012-11-14,1
29301,2012-11-14,25
29302,2012-11-14,4
29303,2012-11-14,12
29304,2012-11-14,27
29305,2012-11-14,30
29306,2012-11-14,37
29307,2012-11-14,33
29308,2012-11-14,2
29309,2012-11-15,19
29310,2012-11-15,1
29311,2012-11-15,8
29312,2012-11-15,1
29313,2012-11-15,123
29314,2012-11-15,1
29315,2012-11-15,16
29316,2012-11-15,20
29317,2012-11-15,20
29318,2012-11-15,84
29319,2012-11-15,40
29320,2012-11-15,5
29321,2012-11-15,2
29322,2012-11-16,18
29323,2012-11-16,9
29324,2012-11-16,17
29325,2012-11-16,91
29326,2012-11-16,14
29327,2012-11-16,1
29328,2012-11-16,10
29329,2012-11-16,35
29330,2012-11-16,43
29331,2012-11-16,3
29332,2012-11-16,19
29333,2012-11-16,37
29334,2012-11-17,28
29335,2012-11-17,2
29336,2012-11-17,10
29337,2012-11-17,8
29338,2012-11-17,115
29339,2012-11-17,4
29340,2012-11-17,12
29341,2012-11-17,4
29342,2012-11-17,54
29343,2012-11-17,84
29344,2012-11-17,2
29345,2012-11-17,53
29346,2012-11-17,62
29347,2012-11-17,3
29348,2012-11-17,3
29349,2012-11-18,24
29350,2012-11-18,2
29351,2012-11-18,23
29352,2012-11-18,41
29353,2012-11-18,2
29354,2012-11-18,28
29355,2012-11-18,21
29356,2012-11-18,32
29357,2012-11-18,67
29358,2012-11-18,91
29359,2012-11-18,3
29360,2012-11-19,15
29361,2012-11-19,2
29362,2012-11-19,17
29363,2012-11-19,40
29364,2012-11-19,8
29365,2012-11-19,28
29366,2012-11-19,19
29367,2012-11-19,32
29368,2012-11-19,55
29369,2012-11-19,3
29370,2012-11-20,18
29371,2012-11-20,6
29372,2012-11-20,12
29373,2012-11-20,17
29374,2012-11-20,56
29375,2012-11-20,2
29376,2012-11-20,22
29377,2012-11-20,32
29378,2012-11-20,25
29379,2012-11-20,20
29380,2012-11-20,26
29381,2012-11-21,14
29382,2012-11-21,1
29383,2012-11-21,13
29384,2012-11-21,38
29385,2012-11-21,2
29386,2012-11-21,27
29387,2012-11-21,14
29388,2012-11-21,54
29389,2012-11-21,14
29390,2012-11-21,59
29391,2012-11-21,1
29392,2012-11-22,3
29393,2012-11-22,1
29394,2012-11-22,5
29395,2012-11-22,15
29396,2012-11-22,1
29397,2012-11-22,12
29398,2012-11-22,6
29399,2012-11-22,17
29400,2012-11-22,9
29401,2012-11-22,23
29402,2012-11-23,6
29403,2012-11-23,7
29404,2012-11-23,44
29405,2012-11-23,11
29406,2012-11-23,6
29407,2012-11-23,29
29408,2012-11-23,25
29409,2012-11-23,41
29410,2012-11-24,13
29411,2012-11-24,1
29412,2012-11-24,11
29413,2012-11-24,55
29414,2012-11-24,13
29415,2012-11-24,12
29416,2012-11-24,28
29417,2012-11-24,36
29418,2012-11-24,49
29419,2012-11-24,2
29420,2012-11-25,19
29421,2012-11-25,11
29422,2012-11-25,2
29423,2012-11-25,92
29424,2012-11-25,23
29425,2012-11-25,20
29426,2012-11-25,33
29427,2012-11-25,2
29428,2012-11-25,35
29429,2012-11-25,33
29430,2012-11-25,1
29431,2012-11-26,31
29432,2012-11-26,1
29433,2012-11-26,10
29434,2012-11-26,83
29435,2012-11-26,6
29436,2012-11-26,1
29437,2012-11-26,31
29438,2012-11-26,20
29439,2012-11-26,49
29440,2012-11-26,46
29441,2012-11-26,1
29442,2012-11-26,2
29443,2012-11-27,23
29444,2012-11-27,10
29445,2012-11-27,34
29446,2012-11-27,1
29447,2012-11-27,6
29448,2012-11-27,1
29449,2012-11-27,18
29450,2012-11-27,28
29451,2012-11-27,28
29452,2012-11-27,45
29453,2012-11-27,1
29454,2012-11-28,17
29455,2012-11-28,2
29456,2012-11-28,12
29457,2012-11-28,2
29458,2012-11-28,31
29459,2012-11-28,8
29460,2012-11-28,35
29461,2012-11-28,14
29462,2012-11-28,2
29463,2012-11-28,34
29464,2012-11-28,31
29465,2012-11-28,2
29466,2012-11-29,10
29467,2012-11-29,2
29468,2012-11-29,12
29469,2012-11-29,46
29470,2012-11-29,1
29471,2012-11-29,5
29472,2012-11-29,14
29473,2012-11-29,30
29474,2012-11-29,17
29475,2012-11-29,38
29476,2012-11-29,1
29477,2012-11-30,20
29478,2012-11-30,1
29479,2012-11-30,13
29480,2012-11-30,41
29481,2012-11-30,3
29482,2012-11-30,15
29483,2012-11-30,3
29484,2012-11-30,24
29485,2012-11-30,52
29486,2012-11-30,2
29487,2012-11-30,83
29488,2012-11-30,46
29489,2012-12-01,30
29490,2012-12-01,2
29491,2012-12-01,15
29492,2012-12-01,60
29493,2012-12-01,1
29494,2012-12-01,16
29495,2012-12-01,2
29496,2012-12-01,41
29497,2012-12-01,77
29498,2012-12-01,29
29499,2012-12-01,47
29500,2012-12-01,5
29501,2012-12-01,1
29502,2012-12-02,36
29503,2012-12-02,28
29504,2012-12-02,2
29505,2012-12-02,138
29506,2012-12-02,41
29507,2012-12-02,1
29508,2012-12-02,51
29509,2012-12-02,48
29510,2012-12-02,4
29511,2012-12-02,67
29512,2012-12-02,66
29513,2012-12-02,2
29514,2012-12-03,38
29515,2012-12-03,2
29516,2012-12-03,13
29517,2012-12-03,5
29518,2012-12-03,93
29519,2012-12-03,1
29520,2012-12-03,23
29521,2012-12-03,35
29522,2012-12-03,51
29523,2012-12-03,25
29524,2012-12-03,66
29525,2012-12-03,2
29526,2012-12-04,21
29527,2012-12-04,1
29528,2012-12-04,1
29529,2012-12-04,10
29530,2012-12-04,98
29531,2012-12-04,2
29532,2012-12-04,22
