,date,station_nbr,store_nbr,item_nbr,units,depart,codesum
12386,2012-04-08,3,33,9,200, 0,BR
12387,2012-04-08,3,33,44,160, 0,BR
12388,2012-04-08,4,8,5,105, 6, 
12389,2012-04-08,4,8,23,24, 6, 
12390,2012-04-08,6,7,5,71, 6,BR
12391,2012-04-08,6,7,7,6, 6,BR
12392,2012-04-08,6,7,23,37, 6,BR
12393,2012-04-08,6,13,5,124, 6,BR
12394,2012-04-08,6,13,36,272, 6,BR
12395,2012-04-08,6,13,46,2, 6,BR
12396,2012-04-08,7,3,2,1,M,BR
12397,2012-04-08,7,3,5,94,M,BR
12398,2012-04-08,7,3,45,85,M,BR
12399,2012-04-08,7,20,5,76,M,BR
12400,2012-04-08,7,20,41,38,M,BR
12401,2012-04-08,7,28,2,1,M,BR
12402,2012-04-08,7,28,5,18,M,BR
12403,2012-04-08,7,28,45,47,M,BR
12404,2012-04-08,8,39,9,9,M,BR
12405,2012-04-08,8,39,36,22,M,BR
12406,2012-04-08,9,4,9,101,M, 
12407,2012-04-08,9,4,27,4,M, 
12408,2012-04-08,9,4,90,1,M, 
12409,2012-04-08,9,24,6,108,M, 
12410,2012-04-08,9,24,43,171,M, 
12411,2012-04-08,9,24,60,1,M, 
12412,2012-04-08,9,24,76,4,M, 
12413,2012-04-08,10,11,9,26,M, 
12414,2012-04-08,10,11,68,48,M, 
12415,2012-04-08,10,22,9,88,M, 
12416,2012-04-08,10,22,68,49,M, 
12417,2012-04-08,10,27,9,26,M, 
12418,2012-04-08,10,27,21,3,M, 
12419,2012-04-08,10,27,68,68,M, 
12420,2012-04-08,10,27,80,1,M, 
12421,2012-04-08,10,27,93,2,M, 
12422,2012-04-08,11,12,16,35,-3, 
12423,2012-04-08,11,12,37,20,-3, 
12424,2012-04-08,11,43,16,60,-3, 
12425,2012-04-08,11,43,37,9,-3, 
12426,2012-04-08,11,43,73,1,-3, 
12427,2012-04-08,12,5,16,20,M,HZ
12428,2012-04-08,12,5,20,3,M,HZ
12429,2012-04-08,12,5,37,12,M,HZ
12430,2012-04-08,12,10,5,79,M,HZ
12431,2012-04-08,12,10,21,2,M,HZ
12432,2012-04-08,12,10,37,15,M,HZ
12433,2012-04-08,12,41,16,31,M,HZ
12434,2012-04-08,12,41,61,1,M,HZ
12435,2012-04-08,12,41,68,69,M,HZ
12436,2012-04-08,12,44,5,65,M,HZ
12437,2012-04-08,12,44,68,61,M,HZ
12438,2012-04-08,12,44,94,3,M,HZ
12439,2012-04-08,13,15,5,156,M, 
12440,2012-04-08,13,15,45,117,M, 
12441,2012-04-08,13,25,9,130,M, 
12442,2012-04-08,13,25,45,127,M, 
12443,2012-04-08,13,25,81,19,M, 
12444,2012-04-08,13,32,9,34,M, 
12445,2012-04-08,13,32,19,1,M, 
12446,2012-04-08,13,32,45,45,M, 
12447,2012-04-08,13,37,5,27,M, 
12448,2012-04-08,13,37,45,65,M, 
12449,2012-04-08,13,37,53,1,M, 
12450,2012-04-08,13,40,5,75,M, 
12451,2012-04-08,13,40,45,55,M, 
12452,2012-04-08,14,2,5,60, 2, 
12453,2012-04-08,14,2,11,1, 2, 
12454,2012-04-08,14,2,44,95, 2, 
12455,2012-04-08,14,6,9,22, 2, 
12456,2012-04-08,14,6,14,1, 2, 
12457,2012-04-08,14,6,45,58, 2, 
12458,2012-04-08,14,38,9,112, 2, 
12459,2012-04-08,14,38,45,111, 2, 
12460,2012-04-08,14,38,93,1, 2, 
12461,2012-04-08,14,42,5,66, 2, 
12462,2012-04-08,14,42,45,73, 2, 
12463,2012-04-08,14,42,82,1, 2, 
12464,2012-04-08,15,19,16,13, 1, 
12465,2012-04-08,15,19,83,7, 1, 
12466,2012-04-08,15,19,88,1, 1, 
12467,2012-04-08,15,19,93,1, 1, 
12468,2012-04-08,16,14,9,2,M, 
12469,2012-04-08,16,14,25,10,M, 
12470,2012-04-08,16,14,93,2,M, 
12471,2012-04-08,16,45,9,40,M, 
12472,2012-04-08,16,45,26,4,M, 
12473,2012-04-08,17,9,5,75,M, 
12474,2012-04-08,17,9,42,11,M, 
12475,2012-04-08,17,9,45,64,M, 
12476,2012-04-08,17,18,5,15,M, 
12477,2012-04-08,17,18,37,8,M, 
12478,2012-04-08,17,23,5,22,M, 
12479,2012-04-08,17,23,45,33,M, 
12480,2012-04-08,17,26,2,1,M, 
12481,2012-04-08,17,26,5,21,M, 
12482,2012-04-08,17,26,45,46,M, 
12483,2012-04-08,17,31,9,55,M, 
12484,2012-04-08,17,31,45,78,M, 
12485,2012-04-08,17,31,67,4,M, 
12486,2012-04-08,17,34,9,45,M, 
12487,2012-04-08,17,34,45,85,M, 
12488,2012-04-08,17,34,52,1,M, 
12489,2012-04-08,18,36,1,4, 3,TS TSRA BR
12490,2012-04-08,18,36,9,25, 3,TS TSRA BR
12491,2012-04-08,18,36,30,1, 3,TS TSRA BR
12492,2012-04-08,18,36,44,76, 3,TS TSRA BR
12493,2012-04-08,19,30,16,56,11, 
12494,2012-04-08,19,30,44,246,11, 
12495,2012-04-08,20,17,9,167,M,RA FG BR
12496,2012-04-08,20,17,37,47,M,RA FG BR
12497,2012-04-08,20,17,48,140,M,RA FG BR
12498,2012-04-09,1,1,9,43,M,RA
12499,2012-04-09,1,1,28,6,M,RA
12500,2012-04-09,2,16,16,49, 4, 
12501,2012-04-09,2,16,25,131, 4, 
12502,2012-04-09,2,16,77,7, 4, 
12503,2012-04-09,3,21,5,43, 8,BR
12504,2012-04-09,3,21,44,66, 8,BR
12505,2012-04-09,3,29,8,89, 8,BR
12506,2012-04-09,3,29,41,23, 8,BR
12507,2012-04-09,3,29,45,73, 8,BR
12508,2012-04-09,3,33,9,159, 8,BR
12509,2012-04-09,3,33,44,159, 8,BR
12510,2012-04-09,3,33,92,4, 8,BR
12511,2012-04-09,4,8,5,33, 5, 
12512,2012-04-09,4,8,23,9, 5, 
12513,2012-04-09,4,8,93,4, 5, 
12514,2012-04-09,6,7,5,185, 3,BR
12515,2012-04-09,6,7,23,25, 3,BR
12516,2012-04-09,6,13,5,117, 3,BR
12517,2012-04-09,6,13,36,106, 3,BR
12518,2012-04-09,6,13,46,2, 3,BR
12519,2012-04-09,7,3,2,4,M,BR
12520,2012-04-09,7,3,5,37,M,BR
12521,2012-04-09,7,3,45,63,M,BR
12522,2012-04-09,7,20,5,65,M,BR
12523,2012-04-09,7,20,18,1,M,BR
12524,2012-04-09,7,20,41,25,M,BR
12525,2012-04-09,7,28,5,56,M,BR
12526,2012-04-09,7,28,45,52,M,BR
12527,2012-04-09,8,39,9,4,M,BR
12528,2012-04-09,8,39,36,13,M,BR
12529,2012-04-09,9,4,9,81,M, 
12530,2012-04-09,9,4,27,6,M, 
12531,2012-04-09,9,4,90,3,M, 
12532,2012-04-09,9,24,6,38,M, 
12533,2012-04-09,9,24,43,70,M, 
12534,2012-04-09,9,24,60,2,M, 
12535,2012-04-09,10,11,9,37,M,FU
12536,2012-04-09,10,11,68,46,M,FU
12537,2012-04-09,10,22,9,42,M,FU
12538,2012-04-09,10,22,68,88,M,FU
12539,2012-04-09,10,22,78,1,M,FU
12540,2012-04-09,10,27,9,13,M,FU
12541,2012-04-09,10,27,21,1,M,FU
12542,2012-04-09,10,27,68,72,M,FU
12543,2012-04-09,11,12,16,43, 3,FU
12544,2012-04-09,11,12,37,20, 3,FU
12545,2012-04-09,11,12,79,2, 3,FU
12546,2012-04-09,11,43,3,1, 3,FU
12547,2012-04-09,11,43,16,58, 3,FU
12548,2012-04-09,11,43,37,11, 3,FU
12549,2012-04-09,11,43,73,1, 3,FU
12550,2012-04-09,12,5,16,28,M,BR HZ FU
12551,2012-04-09,12,5,20,1,M,BR HZ FU
12552,2012-04-09,12,5,32,3,M,BR HZ FU
12553,2012-04-09,12,5,37,8,M,BR HZ FU
12554,2012-04-09,12,5,93,3,M,BR HZ FU
12555,2012-04-09,12,10,5,80,M,BR HZ FU
12556,2012-04-09,12,10,21,2,M,BR HZ FU
12557,2012-04-09,12,10,37,16,M,BR HZ FU
12558,2012-04-09,12,41,16,29,M,BR HZ FU
12559,2012-04-09,12,41,68,67,M,BR HZ FU
12560,2012-04-09,12,41,93,1,M,BR HZ FU
12561,2012-04-09,12,44,5,40,M,BR HZ FU
12562,2012-04-09,12,44,62,4,M,BR HZ FU
12563,2012-04-09,12,44,68,67,M,BR HZ FU
12564,2012-04-09,12,44,94,1,M,BR HZ FU
12565,2012-04-09,13,15,5,77,M, 
12566,2012-04-09,13,15,45,109,M, 
12567,2012-04-09,13,25,9,153,M, 
12568,2012-04-09,13,25,45,100,M, 
12569,2012-04-09,13,25,81,15,M, 
12570,2012-04-09,13,32,9,51,M, 
12571,2012-04-09,13,32,45,33,M, 
12572,2012-04-09,13,32,58,1,M, 
12573,2012-04-09,13,37,5,26,M, 
12574,2012-04-09,13,37,45,62,M, 
12575,2012-04-09,13,40,5,84,M, 
12576,2012-04-09,13,40,45,43,M, 
12577,2012-04-09,13,40,55,2,M, 
12578,2012-04-09,14,2,5,24, 7,BR
12579,2012-04-09,14,2,11,5, 7,BR
12580,2012-04-09,14,2,44,126, 7,BR
12581,2012-04-09,14,2,85,1, 7,BR
12582,2012-04-09,14,2,93,6, 7,BR
12583,2012-04-09,14,6,9,93, 7,BR
12584,2012-04-09,14,6,14,2, 7,BR
12585,2012-04-09,14,6,45,45, 7,BR
12586,2012-04-09,14,38,9,153, 7,BR
12587,2012-04-09,14,38,45,54, 7,BR
12588,2012-04-09,14,38,93,2, 7,BR
12589,2012-04-09,14,42,5,57, 7,BR
12590,2012-04-09,14,42,45,54, 7,BR
12591,2012-04-09,14,42,82,1, 7,BR
12592,2012-04-09,15,19,16,9, 0, 
12593,2012-04-09,15,19,69,1, 0, 
12594,2012-04-09,15,19,83,2, 0, 
12595,2012-04-09,15,19,93,2, 0, 
12596,2012-04-09,16,14,9,12,M,RA
12597,2012-04-09,16,14,25,16,M,RA
12598,2012-04-09,16,14,33,1,M,RA
12599,2012-04-09,16,45,9,28,M,RA
12600,2012-04-09,16,45,26,4,M,RA
12601,2012-04-09,17,9,5,40,M,BR
12602,2012-04-09,17,9,42,5,M,BR
12603,2012-04-09,17,9,45,93,M,BR
12604,2012-04-09,17,18,5,9,M,BR
12605,2012-04-09,17,18,37,6,M,BR
12606,2012-04-09,17,18,72,1,M,BR
12607,2012-04-09,17,23,5,16,M,BR
12608,2012-04-09,17,23,29,4,M,BR
12609,2012-04-09,17,23,45,19,M,BR
12610,2012-04-09,17,23,56,3,M,BR
12611,2012-04-09,17,26,2,8,M,BR
12612,2012-04-09,17,26,5,16,M,BR
12613,2012-04-09,17,26,45,68,M,BR
12614,2012-04-09,17,31,9,25,M,BR
12615,2012-04-09,17,31,45,62,M,BR
12616,2012-04-09,17,31,67,11,M,BR
12617,2012-04-09,17,31,93,5,M,BR
12618,2012-04-09,17,34,9,50,M,BR
12619,2012-04-09,17,34,31,2,M,BR
12620,2012-04-09,17,34,45,76,M,BR
12621,2012-04-09,17,34,52,1,M,BR
12622,2012-04-09,18,36,1,4, 3,FG+ BR HZ
12623,2012-04-09,18,36,9,77, 3,FG+ BR HZ
12624,2012-04-09,18,36,30,2, 3,FG+ BR HZ
12625,2012-04-09,18,36,44,117, 3,FG+ BR HZ
12626,2012-04-09,19,30,13,8, 5, 
12627,2012-04-09,19,30,16,97, 5, 
12628,2012-04-09,19,30,44,333, 5, 
12629,2012-04-09,19,30,65,1, 5, 
12630,2012-04-09,20,17,9,209,M,FG+ FG BR HZ
12631,2012-04-09,20,17,37,76,M,FG+ FG BR HZ
12632,2012-04-09,20,17,48,193,M,FG+ FG BR HZ
12633,2012-04-09,20,17,71,1,M,FG+ FG BR HZ
12634,2012-04-10,1,1,9,14,M, 
12635,2012-04-10,1,1,28,8,M, 
12636,2012-04-10,1,1,93,2,M, 
12637,2012-04-10,2,16,16,42, 5,RA
12638,2012-04-10,2,16,25,133, 5,RA
12639,2012-04-10,2,16,77,9, 5,RA
12640,2012-04-10,3,21,5,25, 7, 
12641,2012-04-10,3,21,44,84, 7, 
12642,2012-04-10,3,29,8,45, 7, 
12643,2012-04-10,3,29,41,46, 7, 
12644,2012-04-10,3,29,45,73, 7, 
12645,2012-04-10,3,29,56,5, 7, 
12646,2012-04-10,3,33,9,343, 7, 
12647,2012-04-10,3,33,44,317, 7, 
12648,2012-04-10,3,33,92,5, 7, 
12649,2012-04-10,4,8,5,16, 5, 
12650,2012-04-10,4,8,23,9, 5, 
12651,2012-04-10,4,8,59,1, 5, 
12652,2012-04-10,6,7,5,145, 3,BCFG BR
12653,2012-04-10,6,7,23,28, 3,BCFG BR
12654,2012-04-10,6,7,93,2, 3,BCFG BR
12655,2012-04-10,6,13,5,72, 3,BCFG BR
12656,2012-04-10,6,13,36,83, 3,BCFG BR
12657,2012-04-10,6,13,46,1, 3,BCFG BR
12658,2012-04-10,7,3,2,9,M,FG+ FG BR HZ
12659,2012-04-10,7,3,5,61,M,FG+ FG BR HZ
12660,2012-04-10,7,3,45,73,M,FG+ FG BR HZ
12661,2012-04-10,7,20,5,94,M,FG+ FG BR HZ
12662,2012-04-10,7,20,41,39,M,FG+ FG BR HZ
12663,2012-04-10,7,28,2,1,M,FG+ FG BR HZ
12664,2012-04-10,7,28,5,53,M,FG+ FG BR HZ
12665,2012-04-10,7,28,45,71,M,FG+ FG BR HZ
12666,2012-04-10,8,39,36,13,M,BR
12667,2012-04-10,9,4,9,102,M, 
12668,2012-04-10,9,4,27,6,M, 
12669,2012-04-10,9,4,90,3,M, 
12670,2012-04-10,9,24,6,132,M, 
12671,2012-04-10,9,24,43,64,M, 
12672,2012-04-10,9,24,76,1,M, 
12673,2012-04-10,10,11,9,31,M,FU
12674,2012-04-10,10,11,68,36,M,FU
12675,2012-04-10,10,22,9,90,M,FU
12676,2012-04-10,10,22,68,83,M,FU
12677,2012-04-10,10,22,78,3,M,FU
12678,2012-04-10,10,22,93,1,M,FU
12679,2012-04-10,10,27,9,12,M,FU
12680,2012-04-10,10,27,68,42,M,FU
12681,2012-04-10,11,12,16,36, 3,BR FU
12682,2012-04-10,11,12,37,22, 3,BR FU
12683,2012-04-10,11,43,16,60, 3,BR FU
12684,2012-04-10,11,43,37,8, 3,BR FU
12685,2012-04-10,12,5,16,21,M,BR HZ FU
12686,2012-04-10,12,5,20,1,M,BR HZ FU
12687,2012-04-10,12,5,32,3,M,BR HZ FU
12688,2012-04-10,12,5,37,5,M,BR HZ FU
12689,2012-04-10,12,10,5,114,M,BR HZ FU
12690,2012-04-10,12,10,37,15,M,BR HZ FU
12691,2012-04-10,12,41,16,20,M,BR HZ FU
12692,2012-04-10,12,41,68,60,M,BR HZ FU
12693,2012-04-10,12,44,5,15,M,BR HZ FU
12694,2012-04-10,12,44,62,1,M,BR HZ FU
12695,2012-04-10,12,44,68,37,M,BR HZ FU
12696,2012-04-10,12,44,93,1,M,BR HZ FU
12697,2012-04-10,12,44,94,1,M,BR HZ FU
12698,2012-04-10,13,15,5,109,M, 
12699,2012-04-10,13,15,45,104,M, 
12700,2012-04-10,13,15,93,1,M, 
12701,2012-04-10,13,25,9,70,M, 
12702,2012-04-10,13,25,45,110,M, 
12703,2012-04-10,13,25,81,21,M, 
12704,2012-04-10,13,32,9,15,M, 
12705,2012-04-10,13,32,19,1,M, 
12706,2012-04-10,13,32,45,56,M, 
12707,2012-04-10,13,37,5,36,M, 
12708,2012-04-10,13,37,45,69,M, 
12709,2012-04-10,13,37,53,1,M, 
12710,2012-04-10,13,40,5,75,M, 
12711,2012-04-10,13,40,45,47,M, 
12712,2012-04-10,14,2,5,315, 9,BR HZ
12713,2012-04-10,14,2,44,171, 9,BR HZ
12714,2012-04-10,14,6,9,89, 9,BR HZ
12715,2012-04-10,14,6,14,1, 9,BR HZ
12716,2012-04-10,14,6,45,69, 9,BR HZ
12717,2012-04-10,14,38,9,158, 9,BR HZ
12718,2012-04-10,14,38,45,119, 9,BR HZ
12719,2012-04-10,14,42,5,149, 9,BR HZ
12720,2012-04-10,14,42,45,71, 9,BR HZ
12721,2012-04-10,14,42,82,4, 9,BR HZ
12722,2012-04-10,15,19,16,15, 1, 
12723,2012-04-10,15,19,69,3, 1, 
12724,2012-04-10,15,19,83,5, 1, 
12725,2012-04-10,16,14,9,12,M, 
12726,2012-04-10,16,14,25,23,M, 
12727,2012-04-10,16,14,33,3,M, 
12728,2012-04-10,16,14,88,2,M, 
12729,2012-04-10,16,14,93,2,M, 
12730,2012-04-10,16,45,4,1,M, 
12731,2012-04-10,16,45,9,13,M, 
12732,2012-04-10,16,45,26,3,M, 
12733,2012-04-10,17,9,5,33,M,BR
12734,2012-04-10,17,9,10,3,M,BR
12735,2012-04-10,17,9,42,6,M,BR
12736,2012-04-10,17,9,45,59,M,BR
12737,2012-04-10,17,18,5,11,M,BR
12738,2012-04-10,17,18,37,12,M,BR
12739,2012-04-10,17,23,5,46,M,BR
12740,2012-04-10,17,23,45,46,M,BR
12741,2012-04-10,17,23,56,1,M,BR
12742,2012-04-10,17,26,2,6,M,BR
12743,2012-04-10,17,26,5,221,M,BR
12744,2012-04-10,17,26,45,55,M,BR
12745,2012-04-10,17,31,9,30,M,BR
12746,2012-04-10,17,31,45,85,M,BR
12747,2012-04-10,17,31,67,9,M,BR
12748,2012-04-10,17,31,93,3,M,BR
12749,2012-04-10,17,34,9,75,M,BR
12750,2012-04-10,17,34,45,151,M,BR
12751,2012-04-10,17,34,52,7,M,BR
12752,2012-04-10,18,36,1,6, 9, 
12753,2012-04-10,18,36,9,43, 9, 
12754,2012-04-10,18,36,30,1, 9, 
12755,2012-04-10,18,36,44,67, 9, 
12756,2012-04-10,19,30,13,3,-5, 
12757,2012-04-10,19,30,16,40,-5, 
12758,2012-04-10,19,30,44,189,-5, 
12759,2012-04-10,20,17,9,91,M,BR
12760,2012-04-10,20,17,37,45,M,BR
12761,2012-04-10,20,17,48,138,M,BR
12762,2012-04-10,20,17,71,4,M,BR
12763,2012-04-11,1,1,9,14,M, 
12764,2012-04-11,1,1,28,4,M, 
12765,2012-04-11,2,16,16,48, 2,RA
12766,2012-04-11,2,16,25,170, 2,RA
12767,2012-04-11,2,16,77,2, 2,RA
12768,2012-04-11,2,16,93,8, 2,RA
12769,2012-04-11,3,21,5,38,-1,TS TSRA RA
12770,2012-04-11,3,21,44,72,-1,TS TSRA RA
12771,2012-04-11,3,21,91,2,-1,TS TSRA RA
12772,2012-04-11,3,29,8,27,-1,TS TSRA RA
12773,2012-04-11,3,29,41,24,-1,TS TSRA RA
12774,2012-04-11,3,29,45,75,-1,TS TSRA RA
12775,2012-04-11,3,29,56,4,-1,TS TSRA RA
12776,2012-04-11,3,33,9,147,-1,TS TSRA RA
12777,2012-04-11,3,33,44,191,-1,TS TSRA RA
12778,2012-04-11,3,33,92,1,-1,TS TSRA RA
12779,2012-04-11,4,8,5,14, 5,BR HZ
12780,2012-04-11,4,8,23,5, 5,BR HZ
12781,2012-04-11,4,8,93,11, 5,BR HZ
12782,2012-04-11,6,7,5,101, 3,RA BCFG BR HZ
12783,2012-04-11,6,7,7,2, 3,RA BCFG BR HZ
12784,2012-04-11,6,7,23,21, 3,RA BCFG BR HZ
12785,2012-04-11,6,7,93,2, 3,RA BCFG BR HZ
12786,2012-04-11,6,13,5,12, 3,RA BCFG BR HZ
12787,2012-04-11,6,13,36,85, 3,RA BCFG BR HZ
12788,2012-04-11,6,13,46,1, 3,RA BCFG BR HZ
12789,2012-04-11,7,3,2,6,M,TSRA RA BR VCTS
12790,2012-04-11,7,3,5,44,M,TSRA RA BR VCTS
12791,2012-04-11,7,3,45,68,M,TSRA RA BR VCTS
12792,2012-04-11,7,3,93,1,M,TSRA RA BR VCTS
12793,2012-04-11,7,20,5,88,M,TSRA RA BR VCTS
12794,2012-04-11,7,20,18,1,M,TSRA RA BR VCTS
12795,2012-04-11,7,20,41,18,M,TSRA RA BR VCTS
12796,2012-04-11,7,20,74,1,M,TSRA RA BR VCTS
12797,2012-04-11,7,20,93,2,M,TSRA RA BR VCTS
12798,2012-04-11,7,28,2,6,M,TSRA RA BR VCTS
12799,2012-04-11,7,28,5,59,M,TSRA RA BR VCTS
12800,2012-04-11,7,28,35,1,M,TSRA RA BR VCTS
12801,2012-04-11,7,28,45,51,M,TSRA RA BR VCTS
12802,2012-04-11,8,39,9,1,M,BR HZ
12803,2012-04-11,8,39,36,12,M,BR HZ
12804,2012-04-11,9,4,9,125,M, 
12805,2012-04-11,9,4,27,9,M, 
12806,2012-04-11,9,24,6,92,M, 
12807,2012-04-11,9,24,43,67,M, 
12808,2012-04-11,10,11,9,15,M,FU
12809,2012-04-11,10,11,68,50,M,FU
12810,2012-04-11,10,22,9,57,M,FU
12811,2012-04-11,10,22,68,37,M,FU
12812,2012-04-11,10,22,78,8,M,FU
12813,2012-04-11,10,22,93,1,M,FU
12814,2012-04-11,10,27,9,21,M,FU
12815,2012-04-11,10,27,68,47,M,FU
12816,2012-04-11,11,12,16,33, 1,FU
12817,2012-04-11,11,12,37,13, 1,FU
12818,2012-04-11,11,12,79,2, 1,FU
12819,2012-04-11,11,43,3,2, 1,FU
12820,2012-04-11,11,43,16,66, 1,FU
12821,2012-04-11,11,43,37,14, 1,FU
12822,2012-04-11,12,5,16,20,M,HZ
12823,2012-04-11,12,5,37,13,M,HZ
12824,2012-04-11,12,5,93,6,M,HZ
12825,2012-04-11,12,10,5,95,M,HZ
12826,2012-04-11,12,10,21,1,M,HZ
12827,2012-04-11,12,10,37,6,M,HZ
12828,2012-04-11,12,41,16,34,M,HZ
12829,2012-04-11,12,41,68,81,M,HZ
12830,2012-04-11,12,41,93,2,M,HZ
12831,2012-04-11,12,44,5,28,M,HZ
12832,2012-04-11,12,44,68,66,M,HZ
12833,2012-04-11,12,44,93,4,M,HZ
12834,2012-04-11,13,15,5,60,M,TS TSRA BR HZ
12835,2012-04-11,13,15,45,73,M,TS TSRA BR HZ
12836,2012-04-11,13,15,61,2,M,TS TSRA BR HZ
12837,2012-04-11,13,15,93,8,M,TS TSRA BR HZ
12838,2012-04-11,13,25,9,119,M,TS TSRA BR HZ
12839,2012-04-11,13,25,45,72,M,TS TSRA BR HZ
12840,2012-04-11,13,25,81,8,M,TS TSRA BR HZ
12841,2012-04-11,13,25,93,3,M,TS TSRA BR HZ
12842,2012-04-11,13,32,9,33,M,TS TSRA BR HZ
12843,2012-04-11,13,32,45,45,M,TS TSRA BR HZ
12844,2012-04-11,13,37,5,29,M,TS TSRA BR HZ
12845,2012-04-11,13,37,45,50,M,TS TSRA BR HZ
12846,2012-04-11,13,37,53,1,M,TS TSRA BR HZ
12847,2012-04-11,13,40,5,18,M,TS TSRA BR HZ
12848,2012-04-11,13,40,45,43,M,TS TSRA BR HZ
12849,2012-04-11,14,2,5,41, 4, 
12850,2012-04-11,14,2,44,106, 4, 
12851,2012-04-11,14,2,85,1, 4, 
12852,2012-04-11,14,2,93,9, 4, 
12853,2012-04-11,14,6,9,59, 4, 
12854,2012-04-11,14,6,14,1, 4, 
12855,2012-04-11,14,6,45,67, 4, 
12856,2012-04-11,14,38,9,99, 4, 
12857,2012-04-11,14,38,45,98, 4, 
12858,2012-04-11,14,38,86,1, 4, 
12859,2012-04-11,14,38,93,5, 4, 
12860,2012-04-11,14,42,5,91, 4, 
12861,2012-04-11,14,42,45,69, 4, 
12862,2012-04-11,14,42,82,1, 4, 
12863,2012-04-11,15,19,16,11,-1,RA
12864,2012-04-11,15,19,69,2,-1,RA
12865,2012-04-11,15,19,83,4,-1,RA
12866,2012-04-11,15,19,88,1,-1,RA
12867,2012-04-11,16,14,9,17,M,RA
12868,2012-04-11,16,14,25,7,M,RA
12869,2012-04-11,16,14,70,1,M,RA
12870,2012-04-11,16,45,4,1,M,RA
12871,2012-04-11,16,45,9,17,M,RA
12872,2012-04-11,17,9,5,52,M,TSRA RA BR
12873,2012-04-11,17,9,10,5,M,TSRA RA BR
12874,2012-04-11,17,9,42,11,M,TSRA RA BR
12875,2012-04-11,17,9,45,68,M,TSRA RA BR
12876,2012-04-11,17,18,5,16,M,TSRA RA BR
12877,2012-04-11,17,18,37,8,M,TSRA RA BR
12878,2012-04-11,17,23,5,19,M,TSRA RA BR
12879,2012-04-11,17,23,45,34,M,TSRA RA BR
12880,2012-04-11,17,23,56,2,M,TSRA RA BR
12881,2012-04-11,17,26,2,2,M,TSRA RA BR
12882,2012-04-11,17,26,5,83,M,TSRA RA BR
12883,2012-04-11,17,26,45,34,M,TSRA RA BR
12884,2012-04-11,17,31,9,46,M,TSRA RA BR
12885,2012-04-11,17,31,45,69,M,TSRA RA BR
12886,2012-04-11,17,31,67,9,M,TSRA RA BR
12887,2012-04-11,17,31,93,8,M,TSRA RA BR
12888,2012-04-11,17,34,9,77,M,TSRA RA BR
12889,2012-04-11,17,34,45,94,M,TSRA RA BR
12890,2012-04-11,18,36,1,3, 9, 
12891,2012-04-11,18,36,9,30, 9, 
12892,2012-04-11,18,36,30,1, 9, 
12893,2012-04-11,18,36,44,86, 9, 
12894,2012-04-11,19,30,13,3,-4, 
12895,2012-04-11,19,30,16,70,-4, 
12896,2012-04-11,19,30,44,278,-4, 
12897,2012-04-11,20,17,9,229,M, 
12898,2012-04-11,20,17,37,74,M, 
12899,2012-04-11,20,17,48,119,M, 
12900,2012-04-12,1,1,9,26,M,RA
12901,2012-04-12,1,1,28,2,M,RA
12902,2012-04-12,1,1,93,5,M,RA
12903,2012-04-12,2,16,16,22, 0,RA
12904,2012-04-12,2,16,25,134, 0,RA
12905,2012-04-12,2,16,77,2, 0,RA
12906,2012-04-12,2,16,93,7, 0,RA
12907,2012-04-12,3,21,5,71, 1, 
12908,2012-04-12,3,21,44,64, 1, 
12909,2012-04-12,3,29,8,46, 1, 
12910,2012-04-12,3,29,41,22, 1, 
12911,2012-04-12,3,29,45,60, 1, 
12912,2012-04-12,3,33,9,165, 1, 
12913,2012-04-12,3,33,44,128, 1, 
12914,2012-04-12,3,33,85,1, 1, 
12915,2012-04-12,3,33,92,1, 1, 
12916,2012-04-12,4,8,5,27, 9,RA
12917,2012-04-12,4,8,23,6, 9,RA
12918,2012-04-12,4,8,59,1, 9,RA
12919,2012-04-12,4,8,93,4, 9,RA
12920,2012-04-12,6,7,5,18,11,RA BR
12921,2012-04-12,6,7,23,25,11,RA BR
12922,2012-04-12,6,13,5,54,11,RA BR
12923,2012-04-12,6,13,36,74,11,RA BR
12924,2012-04-12,6,13,46,1,11,RA BR
12925,2012-04-12,6,13,93,1,11,RA BR
12926,2012-04-12,7,3,2,1,M, 
12927,2012-04-12,7,3,5,75,M, 
12928,2012-04-12,7,3,45,66,M, 
12929,2012-04-12,7,3,93,9,M, 
12930,2012-04-12,7,20,5,87,M, 
12931,2012-04-12,7,20,41,17,M, 
12932,2012-04-12,7,28,2,2,M, 
12933,2012-04-12,7,28,5,16,M, 
12934,2012-04-12,7,28,45,41,M, 
12935,2012-04-12,8,39,36,17,M,RA
12936,2012-04-12,9,4,9,178,M,BR
12937,2012-04-12,9,4,27,2,M,BR
12938,2012-04-12,9,4,90,3,M,BR
12939,2012-04-12,9,24,6,49,M,BR
12940,2012-04-12,9,24,43,47,M,BR
12941,2012-04-12,10,11,9,25,M, 
12942,2012-04-12,10,11,68,35,M, 
12943,2012-04-12,10,22,9,54,M, 
12944,2012-04-12,10,22,68,45,M, 
12945,2012-04-12,10,22,78,5,M, 
12946,2012-04-12,10,27,9,17,M, 
12947,2012-04-12,10,27,21,1,M, 
12948,2012-04-12,10,27,68,46,M, 
12949,2012-04-12,10,27,80,1,M, 
12950,2012-04-12,10,27,93,3,M, 
12951,2012-04-12,11,12,16,36,-5, 
12952,2012-04-12,11,12,37,16,-5, 
12953,2012-04-12,11,12,93,3,-5, 
